"sex","nachweismethode","geoRegion","datum","entries","entries_pos","entries_neg","sumTotal","anteil_pos","anteil_pos_diff","anteil_pos_all","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","entries_diff_abs","entries_diff_inz","entries_diff_pct","prct_diff","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_phase3","timeframe_28d","timeframe_14d"
"male","all","CH",202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-09",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-09",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-09",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-10",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-10",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-10",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-11",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-11",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-11",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-12",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-12",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-12",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-13",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-13",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-13",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-14",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-14",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-14",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-15",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-15",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-15",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-16",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-16",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-16",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-17",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-17",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-17",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-18",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-18",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-18",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-19",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-19",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-19",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-20",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-20",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-20",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,4268863,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-21",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,4337170,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-21",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-21",NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202022,12856,104,12752,12856,0.8,NA,0.8,0.488,48.8,4268863,301.16,301.16,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-22",12856,301.16,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202022,13479,102,13377,13479,0.8,NA,0.8,0.512,51.2,4337170,310.78,310.78,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-22",13479,310.78,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202022,7,0,7,7,0,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-22",7,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202023,12324,82,12242,25180,0.7,-0.1,0.7,0.48,48,4268863,288.7,589.85,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-23",-532,-12.46,-4.1,-0.799999999999997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202023,13288,72,13216,26767,0.5,-0.3,0.7,0.518,51.8,4337170,306.37,617.15,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-23",-191,-4.41,-1.4,0.600000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202023,40,0,40,47,0,0,0,0.002,0.2,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-23",33,NA,471.4,0.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202024,16713,118,16595,41893,0.7,0,0.7,0.468,46.8,4268863,391.51,981.36,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-24",4389,102.81,35.6,-1.2,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202024,18843,103,18740,45610,0.5,0,0.6,0.528,52.8,4337170,434.45,1051.61,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-24",5555,128.08,41.8,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202024,161,0,161,208,0,0,0,0.005,0.5,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-24",121,NA,302.5,0.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202025,21705,100,21605,63598,0.5,-0.2,0.6,0.45,45,4268863,508.45,1489.81,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-25",4992,116.94,29.9,-1.8,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202025,26272,103,26169,71882,0.4,-0.1,0.5,0.544,54.4,4337170,605.74,1657.35,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-25",7429,171.29,39.4,1.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202025,279,0,279,487,0,0,0,0.006,0.6,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-25",118,NA,73.3,0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202026,28003,220,27783,91601,0.8,0.3,0.7,0.489,48.9,4268863,655.98,2145.79,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-26",6298,147.53,29,3.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202026,29278,173,29105,101160,0.6,0.2,0.5,0.511,51.1,4337170,675.05,2332.4,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-26",3006,69.31,11.4,-3.3,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202026,33,0,33,520,0,0,0,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-26",-246,NA,-88.2,-0.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202027,37572,409,37163,129173,1.1,0.3,0.8,0.538,53.8,4268863,880.14,3025.93,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-27",9569,224.16,34.2,4.90000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202027,32306,342,31964,133466,1.1,0.5,0.7,0.462,46.2,4337170,744.86,3077.26,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-27",3028,69.81,10.3,-4.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202027,15,0,15,535,0,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-27",-18,NA,-54.5,-0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202028,23599,449,23150,152772,1.9,0.8,1,0.477,47.7,4268863,552.82,3578.75,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-28",-13973,-327.32,-37.2,-6.10000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202028,25824,315,25509,159290,1.2,0.0999999999999999,0.8,0.522,52.2,4337170,595.41,3672.67,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-28",-6482,-149.45,-20.1,6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202028,9,1,8,544,11.1,11.1,0.2,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-28",-6,NA,-40,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202029,20716,458,20258,173488,2.2,0.3,1.1,0.487,48.7,4268863,485.28,4064.03,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-29",-2883,-67.54,-12.2,1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202029,21845,383,21462,181135,1.8,0.6,0.9,0.513,51.3,4337170,503.67,4176.34,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-29",-3979,-91.74,-15.4,-0.899999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202029,6,0,6,550,0,-11.1,0.2,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-29",-3,NA,-33.3,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202030,17287,466,16821,190775,2.7,0.5,1.3,0.487,48.7,4268863,404.96,4468.99,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-30",-3429,-80.32,-16.6,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202030,18237,455,17782,199372,2.5,0.7,1,0.513,51.3,4337170,420.48,4596.82,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-30",-3608,-83.19,-16.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202030,3,0,3,553,0,0,0.2,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-30",-3,NA,-50,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202031,19117,711,18406,209892,3.7,1,1.5,0.512,51.2,4268863,447.82,4916.81,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-31",1830,42.86,10.6,2.50000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202031,18233,600,17633,217605,3.3,0.8,1.2,0.488,48.8,4337170,420.39,5017.21,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-31",-4,-0.09,0,-2.50000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202031,6,0,6,559,0,0,0.2,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-31",3,NA,100,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202032,19488,652,18836,229380,3.3,-0.4,1.6,0.504,50.4,4268863,456.52,5373.33,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-32",371,8.7,1.9,-0.800000000000004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202032,19198,615,18583,236803,3.2,-0.0999999999999996,1.4,0.496,49.6,4337170,442.64,5459.85,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-32",965,22.25,5.3,0.800000000000004,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202032,2,0,2,561,0,0,0.2,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-32",-4,NA,-66.7,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202033,21216,882,20334,250596,4.2,0.9,1.9,0.509,50.9,4268863,496.99,5870.32,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-33",1728,40.47,8.9,0.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202033,20461,808,19653,257264,3.9,0.7,1.6,0.491,49.1,4337170,471.76,5931.61,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-33",1263,29.12,6.6,-0.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202033,10,1,9,571,10,10,0.4,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-33",8,NA,400,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202034,28881,1134,27747,279477,3.9,-0.3,2.1,0.502,50.2,4268863,676.55,6546.87,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-34",7665,179.56,36.1,-0.699999999999996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202034,28581,949,27632,285845,3.3,-0.6,1.8,0.497,49.7,4337170,658.98,6590.59,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-34",8120,187.22,39.7,0.600000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202034,30,0,30,601,0,-10,0.3,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-34",20,NA,200,0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202035,35035,1194,33841,314512,3.4,-0.5,2.2,0.477,47.7,4268863,820.71,7367.58,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-35",6154,144.16,21.3,-2.50000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202035,38325,1097,37228,324170,2.9,-0.4,1.9,0.522,52.2,4337170,883.64,7474.23,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-35",9744,224.66,34.1,2.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202035,22,2,20,623,9.1,9.1,0.6,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-35",-8,NA,-26.7,-0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202036,41389,1406,39983,355901,3.4,0,2.4,0.475,47.5,4268863,969.56,8337.14,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-36",6354,148.85,18.1,-0.199999999999996,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202036,45720,1295,44425,369890,2.8,-0.1,2,0.525,52.5,4337170,1054.14,8528.37,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-36",7395,170.5,19.3,0.299999999999997,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202036,20,0,20,643,0,-9.1,0.6,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-36",-2,NA,-9.1,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202037,42445,1606,40839,398346,3.8,0.4,2.5,0.469,46.9,4268863,994.29,9331.43,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-37",1056,24.73,2.6,-0.600000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202037,48042,1629,46413,417932,3.4,0.6,2.2,0.531,53.1,4337170,1107.68,9636.05,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-37",2322,53.54,5.1,0.600000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202037,34,1,33,677,2.9,2.9,0.7,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-37",14,NA,70,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202038,40887,1657,39230,439233,4.1,0.3,2.7,0.483,48.3,4268863,957.8,10289.23,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-38",-1558,-36.49,-3.7,1.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202038,43703,1546,42157,461635,3.5,0.1,2.3,0.517,51.7,4337170,1007.64,10643.69,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-38",-4339,-100.04,-9,-1.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202038,13,0,13,690,0,-2.9,0.7,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-38",-21,NA,-61.8,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202039,33146,1251,31895,472379,3.8,-0.3,2.7,0.487,48.7,4268863,776.46,11065.69,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-39",-7741,-181.34,-18.9,0.399999999999999,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","all","CH",202039,34830,1255,33575,496465,3.6,0.1,2.4,0.512,51.2,4337170,803.06,11446.75,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-39",-8873,-204.58,-20.3,-0.5,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","CH",202039,21,1,20,711,4.8,4.8,0.8,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-39",8,NA,61.5,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","all","CH",202040,33686,1941,31745,506065,5.8,2,2.9,0.497,49.7,4268863,789.11,11854.8,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",540,12.65,1.6,1.00000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH",202040,34062,1677,32385,530527,4.9,1.3,2.5,0.503,50.3,4337170,785.35,12232.1,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-768,-17.71,-2.2,-0.900000000000006,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH",202040,14,1,13,725,7.1,2.3,1,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-7,NA,-33.3,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH",202041,44742,4654,40088,550807,10.4,4.6,3.5,0.501,50.1,4268863,1048.1,12902.9,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",11056,258.99,32.8,0.399999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH",202041,44582,4282,40300,575109,9.6,4.7,3.1,0.499,49.9,4337170,1027.91,13260.01,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",10520,242.56,30.9,-0.399999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH",202041,28,3,25,753,10.7,3.6,1.3,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",14,NA,100,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH",202042,62270,9847,52423,613077,15.8,5.4,4.8,0.492,49.2,4268863,1458.7,14361.6,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-42",17528,410.6,39.2,-0.899999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH",202042,64201,9577,54624,639310,14.9,5.3,4.3,0.508,50.8,4337170,1480.25,14740.26,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-42",19619,452.34,44,0.899999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH",202042,21,3,18,774,14.3,3.6,1.7,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-42",-7,NA,-25,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH",202043,85575,19999,65576,698652,23.4,7.6,7.1,0.483,48.3,4268863,2004.63,16366.23,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-43",23305,545.93,37.4,-0.900000000000006,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","CH",202043,91565,19989,71576,730875,21.8,6.9,6.5,0.517,51.7,4337170,2111.17,16851.43,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-43",27364,630.92,42.6,0.900000000000006,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","CH",202043,25,2,23,799,8,-6.3,1.9,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-43",4,NA,19,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","CH",202044,102877,27992,74885,801529,27.2,3.8,9.6,0.473,47.3,4268863,2409.94,18776.17,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-44",17302,405.31,20.2,-1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
