"sex","nachweismethode","geoRegion","datum","entries","entries_pos","entries_neg","sumTotal","anteil_pos","anteil_pos_diff","anteil_pos_all","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","entries_diff_abs","entries_diff_inz","entries_diff_pct","prct_diff","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_phase3","timeframe_28d","timeframe_14d"
"unknown","all","UR",202039,0,0,NA,4,NA,NA,25,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-39",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","VD",202039,5,1,4,525,20,20,0.4,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-39",1,NA,25,0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","VS",202039,0,0,NA,6,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-39",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","ZG",202039,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-39",0,NA,NA,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","all","ZH",202039,8,0,8,62,0,0,0,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-39",6,NA,300,0.1,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","all","AG",202040,1850,57,1793,35017,3.1,1.2,2.6,0.489,48.9,344733,536.65,10157.72,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-343,-99.49,-15.6,-0.200000000000003,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","AI",202040,51,3,48,629,5.9,0.2,2.2,0.526,52.6,8303,614.24,7575.58,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",16,192.71,45.7,-2.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","AR",202040,213,16,197,2573,7.5,4.6,2.1,0.522,52.2,27938,762.4,9209.68,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",43,153.91,25.3,4.00000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","BE",202040,3331,184,3147,50124,5.5,1.5,2.1,0.513,51.3,510170,652.92,9824.96,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",258,50.57,8.4,3.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","BL",202040,771,12,759,16079,1.6,1.1,1.2,0.516,51.6,141890,543.38,11332.02,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-168,-118.4,-17.9,0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","BS",202040,740,19,721,13051,2.6,1.8,1.8,0.493,49.3,94997,778.97,13738.33,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-30,-31.58,-3.9,2.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","FL",202040,219,6,213,2780,2.7,2.3,0.7,0.462,46.2,19215,1139.73,14467.86,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-54,-281.04,-19.8,9.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","FR",202040,1146,83,1063,17229,7.2,2.1,4.2,0.478,47.8,161153,711.13,10691.08,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-105,-65.15,-8.4,-0.399999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","GE",202040,3376,256,3120,44137,7.6,2.3,5,0.471,47.1,244184,1382.56,18075.3,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-198,-81.09,-5.5,-1.90000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","GL",202040,112,6,106,1655,5.4,0.9,2.2,0.583,58.3,20546,545.12,8055.1,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-20,-97.34,-15.2,7.09999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","GR",202040,644,27,617,9735,4.2,3.1,1.9,0.485,48.5,99707,645.89,9763.61,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",107,107.31,19.9,1.40000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","JU",202040,245,17,228,3697,6.9,2.6,2.1,0.554,55.4,36400,673.08,10156.59,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",35,96.16,16.7,7.60000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","LU",202040,1141,35,1106,18850,3.1,1.5,1.7,0.529,52.9,205976,553.95,9151.55,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-202,-98.07,-15,-0.199999999999996,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","NE",202040,600,40,560,9363,6.7,1.4,2.3,0.471,47.1,86495,693.68,10824.9,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",71,82.08,13.4,-0.400000000000006,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","NW",202040,111,10,101,1848,9,7.3,1.3,0.569,56.9,22053,503.33,8379.81,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-5,-22.68,-4.3,5.29999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","OW",202040,94,3,91,1567,3.2,0.5,1.7,0.56,56,19158,490.66,8179.35,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-17,-88.73,-15.3,5.10000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","SG",202040,1592,80,1512,24896,5,2,2.3,0.505,50.5,256039,621.78,9723.52,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-91,-35.54,-5.4,1.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","SH",202040,291,12,279,3934,4.1,2.9,2.2,0.564,56.4,40768,713.8,9649.73,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",44,107.93,17.8,8.59999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","SO",202040,802,34,768,13630,4.2,1,2.1,0.523,52.3,137659,582.6,9901.28,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-43,-31.24,-5.1,2.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","SZ",202040,563,42,521,8242,7.5,5.6,2.6,0.504,50.4,82213,684.81,10025.18,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",48,58.39,9.3,-0.800000000000004,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","TG",202040,1015,32,983,12881,3.2,1.3,1.7,0.502,50.2,140885,720.45,9142.92,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",179,127.06,21.4,2.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","TI",202040,1268,32,1236,16166,2.5,1.8,1.6,0.505,50.5,171141,740.91,9446.01,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",50,29.22,4.1,1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","UR",202040,92,7,85,1270,7.6,6.1,2.9,0.479,47.9,18739,490.95,6777.31,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",25,133.41,37.3,-1.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","VD",202040,4051,350,3701,66150,8.6,0.6,4.9,0.469,46.9,395189,1025.08,16738.83,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-459,-116.15,-10.2,-0.299999999999997,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","VS",202040,1274,85,1189,16411,6.7,2.6,2.9,0.543,54.3,171254,743.92,9582.84,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",222,129.63,21.1,5.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","ZG",202040,609,33,576,7434,5.4,3.2,2.5,0.532,53.2,64594,942.81,11508.81,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",163,252.34,36.5,2.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","ZH",202040,7704,466,7238,109497,6,2.9,2.8,0.497,49.7,766679,1004.85,14281.99,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",960,125.21,14.2,0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","AG",202040,1937,52,1885,35539,2.7,0.6,2.1,0.511,51.1,341112,567.85,10418.57,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-339,-99.38,-14.9,0.200000000000003,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","AI",202040,46,1,45,538,2.2,-8.1,0.7,0.474,47.4,7825,587.86,6875.4,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",17,217.25,58.6,2.09999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","AR",202040,195,15,180,2493,7.7,6.6,1.9,0.478,47.8,27507,708.91,9063.15,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",12,43.62,6.6,-4.00000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","BE",202040,3158,162,2996,54499,5.1,1.1,1.8,0.487,48.7,529304,596.63,10296.35,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-241,-45.53,-7.1,-3.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","BL",202040,722,23,699,15996,3.2,1.6,1,0.484,48.4,147578,489.23,10839.01,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-175,-118.58,-19.5,-0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","BS",202040,762,26,736,14146,3.4,1.8,1.5,0.507,50.7,100847,755.6,14027.19,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-123,-121.97,-13.9,-2.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","FL",202040,255,4,251,5305,1.6,0.8,0.5,0.538,53.8,19532,1305.55,27160.56,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-218,-1116.12,-46.1,-9.59999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","FR",202040,1251,69,1182,18349,5.5,1.5,4,0.522,52.2,160630,778.81,11423.15,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-94,-58.52,-7,0.399999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","GE",202040,3794,250,3544,48268,6.6,1.6,4.4,0.529,52.9,259944,1459.55,18568.61,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",78,30.01,2.1,1.90000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","GL",202040,80,4,76,1623,5,1.8,1.8,0.417,41.7,20044,399.12,8097.19,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-46,-229.5,-36.5,-7.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","GR",202040,685,29,656,9556,4.2,2.4,1.7,0.515,51.5,99314,689.73,9622.01,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",83,83.57,13.8,-1.40000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","JU",202040,197,11,186,3881,5.6,2.1,2,0.446,44.6,37184,529.8,10437.28,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-32,-86.06,-14,-7.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","LU",202040,1014,27,987,18809,2.7,1.3,1.5,0.471,47.1,207144,489.51,9080.16,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-173,-83.52,-14.6,0.199999999999996,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","NE",202040,674,41,633,10352,6.1,-0.9,2.4,0.529,52.9,90001,748.88,11502.09,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",91,101.11,15.6,0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","NW",202040,84,7,77,1528,8.3,6.5,1,0.431,43.1,21034,399.35,7264.43,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-25,-118.86,-22.9,-5.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","OW",202040,74,3,71,1443,4.1,0.399999999999999,1.6,0.44,44,18772,394.2,7686.98,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-33,-175.8,-30.8,-5.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","SG",202040,1560,79,1481,25443,5.1,2.7,1.9,0.495,49.5,254695,612.5,9989.6,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-220,-86.38,-12.4,-1.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","SH",202040,225,8,217,4019,3.6,1.4,1.8,0.436,43.6,41580,541.13,9665.7,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-44,-105.82,-16.4,-8.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","SO",202040,731,24,707,13697,3.3,0.6,1.9,0.477,47.7,137588,531.3,9955.08,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-106,-77.04,-12.7,-2.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","SZ",202040,555,42,513,7919,7.6,5,2.1,0.496,49.6,78267,709.11,10117.93,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",64,81.77,13,0.800000000000004,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","TG",202040,1006,27,979,13235,2.7,1.7,1.5,0.498,49.8,138662,725.51,9544.79,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",103,74.29,11.4,-2.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","TI",202040,1244,21,1223,16645,1.7,0.6,1.3,0.495,49.5,180350,689.77,9229.28,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-22,-12.2,-1.7,-1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","UR",202040,100,8,92,1169,8,6.5,2.5,0.521,52.1,17964,556.67,6507.46,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",32,178.14,47.1,1.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","VD",202040,4586,322,4264,72386,7,0.0999999999999996,4.2,0.531,53.1,409909,1118.78,17659.04,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-445,-108.57,-8.8,0.399999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","VS",202040,1071,55,1016,17139,5.1,1.2,2.6,0.457,45.7,174271,614.56,9834.68,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-48,-27.54,-4.3,-5.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","ZG",202040,536,20,516,6971,3.7,2.6,1.8,0.468,46.8,63048,850.15,11056.66,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",100,158.61,22.9,-2.59999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","all","ZH",202040,7775,351,7424,114884,4.5,1.5,2.3,0.502,50.2,772596,1006.35,14869.87,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",818,105.88,11.8,-0.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","AG",202040,0,0,NA,24,NA,NA,8.3,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-1,NA,-100,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","AI",202040,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","AR",202040,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","BE",202040,1,0,1,32,0,0,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-1,NA,-50,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","BL",202040,0,0,NA,6,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","BS",202040,0,0,NA,9,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","FL",202040,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","FR",202040,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","GE",202040,0,0,NA,10,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-3,NA,-100,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","GL",202040,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","GR",202040,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","JU",202040,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","LU",202040,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","NE",202040,0,0,NA,15,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-1,NA,-100,-0.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","NW",202040,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","OW",202040,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","SG",202040,0,0,NA,3,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","SH",202040,0,0,NA,1,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",-1,NA,-100,-0.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","SO",202040,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","SZ",202040,0,0,NA,2,NA,NA,50,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","TG",202040,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","TI",202040,0,0,NA,2,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","UR",202040,0,0,NA,4,NA,NA,25,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","VD",202040,5,0,5,530,0,-20,0.4,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","VS",202040,0,0,NA,6,NA,NA,0,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","ZG",202040,0,0,NA,0,NA,NA,NA,0,0,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","all","ZH",202040,8,1,7,70,12.5,12.5,1.4,0.001,0.1,NA,NA,NA,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-40",0,NA,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","AG",202041,2694,190,2504,37711,7.1,4,2.9,0.544,54.4,344733,781.47,10939.19,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",844,244.82,45.6,5.50000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","AI",202041,88,19,69,717,21.6,15.7,4.6,0.55,55,8303,1059.86,8635.43,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",37,445.62,72.5,2.40000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","AR",202041,231,26,205,2804,11.3,3.8,2.9,0.561,56.1,27938,826.83,10036.51,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",18,64.43,8.5,3.90000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","BE",202041,4699,392,4307,54823,8.3,2.8,2.6,0.513,51.3,510170,921.07,10746.03,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",1368,268.15,41.1,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","BL",202041,1022,64,958,17101,6.3,4.7,1.5,0.527,52.7,141890,720.28,12052.29,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",251,176.9,32.6,1.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","BS",202041,1023,69,954,14074,6.7,4.1,2.1,0.515,51.5,94997,1076.88,14815.2,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",283,297.91,38.2,2.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","FL",202041,212,9,203,2992,4.2,1.5,0.9,0.353,35.3,19215,1103.3,15571.17,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",-7,-36.43,-3.2,-10.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","FR",202041,1577,235,1342,18806,14.9,7.7,5.1,0.493,49.3,161153,978.57,11669.66,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",431,267.44,37.6,1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","GE",202041,4348,545,3803,48485,12.5,4.9,5.7,0.462,46.2,244184,1780.62,19855.93,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",972,398.06,28.8,-0.899999999999991,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","GL",202041,125,9,116,1780,7.2,1.8,2.6,0.576,57.6,20546,608.39,8663.49,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",13,63.27,11.6,-0.700000000000003,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","GR",202041,910,94,816,10645,10.3,6.1,2.6,0.514,51.4,99707,912.67,10676.28,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",266,266.78,41.3,2.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","JU",202041,356,85,271,4053,23.9,17,4,0.511,51.1,36400,978.02,11134.62,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",111,304.94,45.3,-4.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","LU",202041,1791,138,1653,20641,7.7,4.6,2.2,0.558,55.8,205976,869.52,10021.07,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",650,315.57,57,2.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","NE",202041,784,133,651,10147,17,10.3,3.5,0.436,43.6,86495,906.41,11731.31,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",184,212.73,30.7,-3.49999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","NW",202041,185,26,159,2033,14.1,5.1,2.5,0.529,52.9,22053,838.89,9218.7,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",74,335.56,66.7,-3.99999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","OW",202041,111,20,91,1678,18,14.8,2.7,0.446,44.6,19158,579.39,8758.74,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",17,88.73,18.1,-11.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","SG",202041,1999,213,1786,26895,10.7,5.7,2.9,0.497,49.7,256039,780.74,10504.26,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",407,158.96,25.6,-0.799999999999997,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","SH",202041,328,17,311,4262,5.2,1.1,2.4,0.484,48.4,40768,804.55,10454.28,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",37,90.75,12.7,-7.99999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","SO",202041,1001,68,933,14631,6.8,2.6,2.4,0.535,53.5,137659,727.16,10628.44,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",199,144.56,24.8,1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","all","SZ",202041,1035,176,859,9277,17,9.5,4.2,0.5,50,82213,1258.92,11284.1,"COVID19Test","sex","2021-05-20_07-49-25","isoweek","2020-41",472,574.11,83.8,-0.399999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
