"sex","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d"
"female","AG",202018,5,68,0.833,83.3,341112,1.47,19.93,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AG",202019,2,70,1,100,341112,0.59,20.52,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AG",202020,1,71,0.333,33.3,341112,0.29,20.81,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AG",202021,1,72,1,100,341112,0.29,21.11,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AG",202022,0,72,0,0,341112,0,21.11,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AG",202023,0,72,NA,NA,341112,0,21.11,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AG",202024,0,72,NA,NA,341112,0,21.11,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AG",202025,0,72,NA,NA,341112,0,21.11,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AG",202026,0,72,NA,NA,341112,0,21.11,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AG",202027,1,73,1,100,341112,0.29,21.4,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AG",202028,0,73,NA,NA,341112,0,21.4,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AG",202029,2,75,0.5,50,341112,0.59,21.99,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AG",202030,2,77,0.333,33.3,341112,0.59,22.57,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AG",202031,2,79,0.333,33.3,341112,0.59,23.16,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AG",202032,1,80,1,100,341112,0.29,23.45,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AG",202033,1,81,0.5,50,341112,0.29,23.75,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AG",202034,3,84,0.6,60,341112,0.88,24.63,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AG",202035,0,84,NA,NA,341112,0,24.63,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AG",202036,1,85,0.5,50,341112,0.29,24.92,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AG",202037,1,86,0.167,16.7,341112,0.29,25.21,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AG",202038,0,86,0,0,341112,0,25.21,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AG",202039,3,89,0.429,42.9,341112,0.88,26.09,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AG",202040,3,92,0.429,42.9,341112,0.88,26.97,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AG",202041,3,95,0.25,25,341112,0.88,27.85,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AG",202042,9,104,0.45,45,341112,2.64,30.49,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AG",202043,19,123,0.396,39.6,341112,5.57,36.06,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AG",202044,36,159,0.434,43.4,341112,10.55,46.61,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AG",202045,30,189,0.333,33.3,341112,8.79,55.41,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AG",202046,36,225,0.424,42.4,341112,10.55,65.96,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AG",202047,31,256,0.316,31.6,341112,9.09,75.05,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AG",202048,38,294,0.384,38.4,341112,11.14,86.19,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AG",202049,32,326,0.444,44.4,341112,9.38,95.57,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AG",202050,46,372,0.465,46.5,341112,13.49,109.06,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AG",202051,36,408,0.387,38.7,341112,10.55,119.61,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AG",202052,27,435,0.38,38,341112,7.92,127.52,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AG",202053,25,460,0.481,48.1,341112,7.33,134.85,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AG",202101,21,481,0.42,42,341112,6.16,141.01,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,FALSE
"female","AG",202102,10,491,0.286,28.6,341112,2.93,143.94,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-02",TRUE,TRUE,TRUE,TRUE,FALSE
"female","AG",202103,11,502,0.367,36.7,341112,3.22,147.17,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-03",TRUE,TRUE,TRUE,TRUE,TRUE
"female","AG",202104,6,508,0.4,40,341112,1.76,148.92,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-04",TRUE,TRUE,TRUE,TRUE,TRUE
"female","AG",202105,3,511,0.5,50,341112,0.88,149.8,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-05",FALSE,FALSE,FALSE,FALSE,FALSE
"female","AI",202009,0,0,NA,NA,7825,0,0,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AI",202010,0,0,NA,NA,7825,0,0,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AI",202011,0,0,NA,NA,7825,0,0,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AI",202012,1,1,0.5,50,7825,12.78,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AI",202013,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AI",202014,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AI",202015,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AI",202016,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AI",202017,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AI",202018,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AI",202019,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AI",202020,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AI",202021,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AI",202022,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AI",202023,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AI",202024,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AI",202025,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AI",202026,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AI",202027,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AI",202028,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AI",202029,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AI",202030,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AI",202031,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AI",202032,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AI",202033,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AI",202034,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AI",202035,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AI",202036,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AI",202037,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AI",202038,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AI",202039,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AI",202040,0,1,NA,NA,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AI",202041,0,1,0,0,7825,0,12.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AI",202042,1,2,0.25,25,7825,12.78,25.56,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AI",202043,3,5,0.333,33.3,7825,38.34,63.9,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AI",202044,1,6,0.333,33.3,7825,12.78,76.68,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AI",202045,0,6,0,0,7825,0,76.68,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AI",202046,0,6,0,0,7825,0,76.68,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AI",202047,1,7,0.25,25,7825,12.78,89.46,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AI",202048,1,8,0.5,50,7825,12.78,102.24,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AI",202049,0,8,0,0,7825,0,102.24,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AI",202050,1,9,1,100,7825,12.78,115.02,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AI",202051,0,9,0,0,7825,0,115.02,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AI",202052,0,9,0,0,7825,0,115.02,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AI",202053,0,9,NA,NA,7825,0,115.02,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AI",202101,0,9,0,0,7825,0,115.02,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,FALSE
"female","AI",202102,2,11,0.667,66.7,7825,25.56,140.58,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-02",TRUE,TRUE,TRUE,TRUE,FALSE
"female","AI",202103,0,11,0,0,7825,0,140.58,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-03",TRUE,TRUE,TRUE,TRUE,TRUE
"female","AI",202104,0,11,NA,NA,7825,0,140.58,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-04",TRUE,TRUE,TRUE,TRUE,TRUE
"female","AI",202105,0,11,0,0,7825,0,140.58,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-05",FALSE,FALSE,FALSE,FALSE,FALSE
"female","AR",202009,0,0,NA,NA,27507,0,0,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AR",202010,0,0,NA,NA,27507,0,0,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AR",202011,1,1,1,100,27507,3.64,3.64,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AR",202012,4,5,0.667,66.7,27507,14.54,18.18,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AR",202013,0,5,0,0,27507,0,18.18,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AR",202014,1,6,0.2,20,27507,3.64,21.81,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AR",202015,0,6,0,0,27507,0,21.81,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AR",202016,0,6,0,0,27507,0,21.81,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AR",202017,0,6,0,0,27507,0,21.81,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AR",202018,1,7,0.5,50,27507,3.64,25.45,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AR",202019,0,7,NA,NA,27507,0,25.45,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AR",202020,1,8,1,100,27507,3.64,29.08,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AR",202021,0,8,NA,NA,27507,0,29.08,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AR",202022,0,8,NA,NA,27507,0,29.08,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AR",202023,0,8,NA,NA,27507,0,29.08,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"female","AR",202024,0,8,NA,NA,27507,0,29.08,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AR",202025,0,8,NA,NA,27507,0,29.08,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AR",202026,0,8,0,0,27507,0,29.08,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AR",202027,0,8,NA,NA,27507,0,29.08,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AR",202028,0,8,NA,NA,27507,0,29.08,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AR",202029,0,8,NA,NA,27507,0,29.08,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AR",202030,0,8,NA,NA,27507,0,29.08,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AR",202031,0,8,NA,NA,27507,0,29.08,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AR",202032,0,8,NA,NA,27507,0,29.08,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AR",202033,0,8,NA,NA,27507,0,29.08,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AR",202034,0,8,NA,NA,27507,0,29.08,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AR",202035,0,8,NA,NA,27507,0,29.08,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AR",202036,0,8,NA,NA,27507,0,29.08,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AR",202037,0,8,NA,NA,27507,0,29.08,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AR",202038,1,9,1,100,27507,3.64,32.72,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AR",202039,0,9,0,0,27507,0,32.72,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"female","AR",202040,1,10,1,100,27507,3.64,36.35,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AR",202041,0,10,NA,NA,27507,0,36.35,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AR",202042,2,12,0.222,22.2,27507,7.27,43.63,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AR",202043,3,15,0.3,30,27507,10.91,54.53,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AR",202044,3,18,0.5,50,27507,10.91,65.44,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AR",202045,7,25,0.5,50,27507,25.45,90.89,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AR",202046,6,31,0.6,60,27507,21.81,112.7,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AR",202047,3,34,0.375,37.5,27507,10.91,123.6,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AR",202048,2,36,0.222,22.2,27507,7.27,130.88,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AR",202049,8,44,0.533,53.3,27507,29.08,159.96,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AR",202050,3,47,0.429,42.9,27507,10.91,170.87,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AR",202051,8,55,0.571,57.1,27507,29.08,199.95,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AR",202052,2,57,0.25,25,27507,7.27,207.22,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AR",202053,4,61,0.667,66.7,27507,14.54,221.76,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"female","AR",202101,6,67,0.667,66.7,27507,21.81,243.57,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,FALSE
"female","AR",202102,3,70,0.429,42.9,27507,10.91,254.48,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-02",TRUE,TRUE,TRUE,TRUE,FALSE
"female","AR",202103,3,73,0.6,60,27507,10.91,265.39,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-03",TRUE,TRUE,TRUE,TRUE,TRUE
"female","AR",202104,2,75,0.667,66.7,27507,7.27,272.66,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-04",TRUE,TRUE,TRUE,TRUE,TRUE
"female","AR",202105,0,75,0,0,27507,0,272.66,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-05",FALSE,FALSE,FALSE,FALSE,FALSE
"female","BE",202009,2,2,0.667,66.7,529304,0.38,0.38,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"female","BE",202010,4,6,0.5,50,529304,0.76,1.13,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"female","BE",202011,3,9,0.375,37.5,529304,0.57,1.7,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"female","BE",202012,11,20,0.25,25,529304,2.08,3.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"female","BE",202013,27,47,0.409,40.9,529304,5.1,8.88,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"female","BE",202014,19,66,0.514,51.4,529304,3.59,12.47,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"female","BE",202015,5,71,0.357,35.7,529304,0.94,13.41,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"female","BE",202016,3,74,0.231,23.1,529304,0.57,13.98,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"female","BE",202017,2,76,0.5,50,529304,0.38,14.36,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"female","BE",202018,4,80,0.8,80,529304,0.76,15.11,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"female","BE",202019,2,82,0.5,50,529304,0.38,15.49,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"female","BE",202020,1,83,0.333,33.3,529304,0.19,15.68,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"female","BE",202021,1,84,1,100,529304,0.19,15.87,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
