"sex","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d"
"male","CH",202009,26,26,0.5,50,4268863,0.61,0.61,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH",202010,56,82,0.514,51.4,4268863,1.31,1.92,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH",202011,196,278,0.565,56.5,4268863,4.59,6.51,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH",202012,513,791,0.614,61.4,4268863,12.02,18.53,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH",202013,730,1521,0.629,62.9,4268863,17.1,35.63,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH",202014,416,1937,0.627,62.7,4268863,9.74,45.38,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH",202015,217,2154,0.599,59.9,4268863,5.08,50.46,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH",202016,127,2281,0.583,58.3,4268863,2.98,53.43,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH",202017,61,2342,0.575,57.5,4268863,1.43,54.86,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH",202018,32,2374,0.5,50,4268863,0.75,55.61,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH",202019,17,2391,0.548,54.8,4268863,0.4,56.01,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH",202020,13,2404,0.52,52,4268863,0.3,56.31,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH",202021,5,2409,0.333,33.3,4268863,0.12,56.43,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH",202022,10,2419,0.526,52.6,4268863,0.23,56.67,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH",202023,4,2423,0.8,80,4268863,0.09,56.76,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH",202024,4,2427,0.571,57.1,4268863,0.09,56.85,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"male","CH",202025,9,2436,0.529,52.9,4268863,0.21,57.06,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"male","CH",202026,9,2445,0.529,52.9,4268863,0.21,57.28,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"male","CH",202027,22,2467,0.579,57.9,4268863,0.52,57.79,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"male","CH",202028,33,2500,0.611,61.1,4268863,0.77,58.56,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"male","CH",202029,23,2523,0.657,65.7,4268863,0.54,59.1,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"male","CH",202030,40,2563,0.69,69,4268863,0.94,60.04,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"male","CH",202031,34,2597,0.557,55.7,4268863,0.8,60.84,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"male","CH",202032,29,2626,0.592,59.2,4268863,0.68,61.52,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"male","CH",202033,22,2648,0.415,41.5,4268863,0.52,62.03,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"male","CH",202034,29,2677,0.569,56.9,4268863,0.68,62.71,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"male","CH",202035,25,2702,0.568,56.8,4268863,0.59,63.3,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"male","CH",202036,43,2745,0.597,59.7,4268863,1.01,64.3,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"male","CH",202037,49,2794,0.49,49,4268863,1.15,65.45,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"male","CH",202038,59,2853,0.578,57.8,4268863,1.38,66.83,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"male","CH",202039,58,2911,0.527,52.7,4268863,1.36,68.19,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"male","CH",202040,83,2994,0.519,51.9,4268863,1.94,70.14,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"male","CH",202041,143,3137,0.526,52.6,4268863,3.35,73.49,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"male","CH",202042,375,3512,0.599,59.9,4268863,8.78,82.27,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"male","CH",202043,653,4165,0.556,55.6,4268863,15.3,97.57,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"male","CH",202044,923,5088,0.591,59.1,4268863,21.62,119.19,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"male","CH",202045,953,6041,0.596,59.6,4268863,22.32,141.51,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"male","CH",202046,839,6880,0.575,57.5,4268863,19.65,161.17,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"male","CH",202047,731,7611,0.576,57.6,4268863,17.12,178.29,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"male","CH",202048,678,8289,0.581,58.1,4268863,15.88,194.17,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"male","CH",202049,616,8905,0.557,55.7,4268863,14.43,208.6,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"male","CH",202050,666,9571,0.566,56.6,4268863,15.6,224.2,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"male","CH",202051,636,10207,0.578,57.8,4268863,14.9,239.1,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"male","CH",202052,596,10803,0.568,56.8,4268863,13.96,253.07,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"male","CH",202053,606,11409,0.569,56.9,4268863,14.2,267.26,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"male","CH",202101,497,11906,0.578,57.8,4268863,11.64,278.9,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,FALSE
"male","CH",202102,353,12259,0.558,55.8,4268863,8.27,287.17,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-02",TRUE,TRUE,TRUE,TRUE,FALSE
"male","CH",202103,250,12509,0.546,54.6,4268863,5.86,293.03,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-03",TRUE,TRUE,TRUE,TRUE,TRUE
"male","CH",202104,196,12705,0.558,55.8,4268863,4.59,297.62,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-04",TRUE,TRUE,TRUE,TRUE,TRUE
"male","CH",202105,73,12778,0.562,56.2,4268863,1.71,299.33,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-05",FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH",202009,26,26,0.5,50,4337170,0.6,0.6,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"female","CH",202010,53,79,0.486,48.6,4337170,1.22,1.82,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"female","CH",202011,151,230,0.435,43.5,4337170,3.48,5.3,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"female","CH",202012,323,553,0.386,38.6,4337170,7.45,12.75,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"female","CH",202013,430,983,0.37,37,4337170,9.91,22.66,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"female","CH",202014,246,1229,0.371,37.1,4337170,5.67,28.34,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"female","CH",202015,145,1374,0.401,40.1,4337170,3.34,31.68,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"female","CH",202016,91,1465,0.417,41.7,4337170,2.1,33.78,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"female","CH",202017,45,1510,0.425,42.5,4337170,1.04,34.82,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"female","CH",202018,32,1542,0.5,50,4337170,0.74,35.55,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"female","CH",202019,14,1556,0.452,45.2,4337170,0.32,35.88,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"female","CH",202020,12,1568,0.48,48,4337170,0.28,36.15,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"female","CH",202021,10,1578,0.667,66.7,4337170,0.23,36.38,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"female","CH",202022,9,1587,0.474,47.4,4337170,0.21,36.59,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"female","CH",202023,1,1588,0.2,20,4337170,0.02,36.61,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"female","CH",202024,3,1591,0.429,42.9,4337170,0.07,36.68,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"female","CH",202025,8,1599,0.471,47.1,4337170,0.18,36.87,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"female","CH",202026,8,1607,0.471,47.1,4337170,0.18,37.05,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"female","CH",202027,16,1623,0.421,42.1,4337170,0.37,37.42,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"female","CH",202028,21,1644,0.389,38.9,4337170,0.48,37.9,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"female","CH",202029,12,1656,0.343,34.3,4337170,0.28,38.18,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"female","CH",202030,18,1674,0.31,31,4337170,0.42,38.6,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"female","CH",202031,27,1701,0.443,44.3,4337170,0.62,39.22,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"female","CH",202032,20,1721,0.408,40.8,4337170,0.46,39.68,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"female","CH",202033,31,1752,0.585,58.5,4337170,0.71,40.4,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"female","CH",202034,22,1774,0.431,43.1,4337170,0.51,40.9,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"female","CH",202035,19,1793,0.432,43.2,4337170,0.44,41.34,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"female","CH",202036,29,1822,0.403,40.3,4337170,0.67,42.01,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"female","CH",202037,51,1873,0.51,51,4337170,1.18,43.18,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"female","CH",202038,43,1916,0.422,42.2,4337170,0.99,44.18,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"female","CH",202039,52,1968,0.473,47.3,4337170,1.2,45.38,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"female","CH",202040,77,2045,0.481,48.1,4337170,1.78,47.15,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"female","CH",202041,129,2174,0.474,47.4,4337170,2.97,50.12,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"female","CH",202042,251,2425,0.401,40.1,4337170,5.79,55.91,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"female","CH",202043,521,2946,0.444,44.4,4337170,12.01,67.92,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"female","CH",202044,640,3586,0.409,40.9,4337170,14.76,82.68,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"female","CH",202045,647,4233,0.404,40.4,4337170,14.92,97.6,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"female","CH",202046,619,4852,0.425,42.5,4337170,14.27,111.87,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"female","CH",202047,539,5391,0.424,42.4,4337170,12.43,124.3,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"female","CH",202048,489,5880,0.419,41.9,4337170,11.27,135.57,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"female","CH",202049,489,6369,0.443,44.3,4337170,11.27,146.85,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"female","CH",202050,511,6880,0.434,43.4,4337170,11.78,158.63,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"female","CH",202051,464,7344,0.422,42.2,4337170,10.7,169.33,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"female","CH",202052,454,7798,0.432,43.2,4337170,10.47,179.79,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"female","CH",202053,459,8257,0.431,43.1,4337170,10.58,190.38,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"female","CH",202101,363,8620,0.422,42.2,4337170,8.37,198.75,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,FALSE
"female","CH",202102,280,8900,0.442,44.2,4337170,6.46,205.2,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-02",TRUE,TRUE,TRUE,TRUE,FALSE
"female","CH",202103,208,9108,0.454,45.4,4337170,4.8,210,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-03",TRUE,TRUE,TRUE,TRUE,TRUE
"female","CH",202104,155,9263,0.442,44.2,4337170,3.57,213.57,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-04",TRUE,TRUE,TRUE,TRUE,TRUE
"female","CH",202105,56,9319,0.431,43.1,4337170,1.29,214.86,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-05",FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH",202009,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CH",202010,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CH",202011,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CH",202012,0,0,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CH",202013,1,1,0.001,0.1,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CH",202014,1,2,0.002,0.2,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CH",202015,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CH",202016,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CH",202017,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CH",202018,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CH",202019,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CH",202020,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CH",202021,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CH",202022,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CH",202023,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"unknown","CH",202024,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","CH",202025,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","CH",202026,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","CH",202027,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","CH",202028,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","CH",202029,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","CH",202030,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","CH",202031,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","CH",202032,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","CH",202033,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","CH",202034,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","CH",202035,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","CH",202036,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","CH",202037,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","CH",202038,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","CH",202039,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","CH",202040,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","CH",202041,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","CH",202042,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","CH",202043,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","CH",202044,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","CH",202045,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","CH",202046,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","CH",202047,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","CH",202048,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","CH",202049,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","CH",202050,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","CH",202051,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","CH",202052,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","CH",202053,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"unknown","CH",202101,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,FALSE
"unknown","CH",202102,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-02",TRUE,TRUE,TRUE,TRUE,FALSE
"unknown","CH",202103,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-03",TRUE,TRUE,TRUE,TRUE,TRUE
"unknown","CH",202104,0,2,0,0,NA,NA,NA,"COVID19Hosp","sex","2021-02-05_07-44-50","isoweek","2021-04",TRUE,TRUE,TRUE,TRUE,TRUE
