"sex","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","entries_diff_abs","entries_diff_inz","entries_diff_pct","prct_diff","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_phase3","timeframe_28d","timeframe_14d"
"female","CH05",202018,21,1124,0.568,56.8,589627,3.56,190.63,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-18",-39,-6.62,-65,4.59999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH06",202018,26,720,0.481,48.1,406229,6.4,177.24,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-18",-20,-4.92,-43.5,-7.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH07",202018,36,1688,0.643,64.3,180350,19.96,935.96,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-18",-26,-14.42,-41.9,5.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH01",202018,0,8,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-18",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH02",202018,2,4,0.012,1.2,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-18",2,NA,NA,1.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH03",202018,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-18",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH04",202018,0,7,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-18",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH05",202018,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-18",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH06",202018,0,1,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-18",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH07",202018,0,1,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-18",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH01",202019,50,5466,0.403,40.3,810627,6.17,674.29,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",-58,-7.15,-53.7,-3.99999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH02",202019,51,1876,0.451,45.1,931877,5.47,201.31,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",-13,-1.4,-20.3,7.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH03",202019,15,1517,0.357,35.7,581620,2.58,260.82,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",-25,-4.3,-62.5,-19.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH04",202019,32,1645,0.582,58.2,766679,4.17,214.56,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",8,1.04,33.3,22.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH05",202019,14,1120,0.636,63.6,594186,2.36,188.49,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",-2,-0.33,-12.5,20.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH06",202019,11,699,0.611,61.1,412733,2.67,169.36,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",-17,-4.11,-60.7,9.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH07",202019,14,1529,0.5,50,171141,8.18,893.42,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",-6,-3.51,-30,14.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH01",202019,74,7046,0.597,59.7,844124,8.77,834.71,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",-62,-7.34,-45.6,3.99999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH02",202019,62,2398,0.549,54.9,954707,6.49,251.18,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",-41,-4.3,-39.8,-5.99999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH03",202019,27,1640,0.643,64.3,589537,4.58,278.18,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",-6,-1.02,-18.2,19.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH04",202019,23,1817,0.418,41.8,772596,2.98,235.18,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",-20,-2.59,-46.5,-22.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH05",202019,8,1132,0.364,36.4,589627,1.36,191.99,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",-13,-2.2,-61.9,-20.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH06",202019,7,727,0.389,38.9,406229,1.72,178.96,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",-19,-4.68,-73.1,-9.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH07",202019,14,1702,0.5,50,180350,7.76,943.72,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",-22,-12.2,-61.1,-14.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH01",202019,0,8,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH02",202019,0,4,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",-2,NA,-100,-1.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH03",202019,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH04",202019,0,7,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH05",202019,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH06",202019,0,1,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH07",202019,0,1,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-19",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH01",202020,39,5505,0.464,46.4,810627,4.81,679.1,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",-11,-1.36,-22,6.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH02",202020,23,1899,0.548,54.8,931877,2.47,203.78,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",-28,-3,-54.9,9.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH03",202020,13,1530,0.448,44.8,581620,2.24,263.06,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",-2,-0.34,-13.3,9.10000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH04",202020,15,1660,0.536,53.6,766679,1.96,216.52,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",-17,-2.21,-53.1,-4.59999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH05",202020,3,1123,0.375,37.5,594186,0.5,189,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",-11,-1.86,-78.6,-26.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH06",202020,11,710,0.524,52.4,412733,2.67,172.02,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",0,0,0,-8.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH07",202020,11,1540,0.579,57.9,171141,6.43,899.84,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",-3,-1.75,-21.4,7.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH01",202020,45,7091,0.536,53.6,844124,5.33,840.04,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",-29,-3.44,-39.2,-6.09999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH02",202020,19,2417,0.452,45.2,954707,1.99,253.17,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",-43,-4.5,-69.4,-9.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH03",202020,16,1656,0.552,55.2,589537,2.71,280.9,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",-11,-1.87,-40.7,-9.09999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH04",202020,13,1830,0.464,46.4,772596,1.68,236.86,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",-10,-1.3,-43.5,4.60000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH05",202020,5,1137,0.625,62.5,589627,0.85,192.83,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",-3,-0.51,-37.5,26.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH06",202020,10,737,0.476,47.6,406229,2.46,181.42,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",3,0.74,42.9,8.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH07",202020,8,1710,0.421,42.1,180350,4.44,948.16,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",-6,-3.32,-42.9,-7.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH01",202020,0,8,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH02",202020,0,4,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH03",202020,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH04",202020,0,7,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH05",202020,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH06",202020,0,1,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH07",202020,0,1,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-20",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH01",202021,23,5528,0.469,46.9,810627,2.84,681.94,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",-16,-1.97,-41,0.499999999999993,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH02",202021,17,1916,0.459,45.9,931877,1.82,205.61,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",-6,-0.65,-26.1,-8.90000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH03",202021,6,1536,0.5,50,581620,1.03,264.09,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",-7,-1.21,-53.8,5.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH04",202021,4,1664,0.333,33.3,766679,0.52,217.04,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",-11,-1.44,-73.3,-20.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH05",202021,3,1126,0.5,50,594186,0.5,189.5,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",0,0,0,12.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH06",202021,8,718,0.533,53.3,412733,1.94,173.96,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",-3,-0.73,-27.3,0.899999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH07",202021,11,1551,0.478,47.8,171141,6.43,906.27,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",0,0,0,-10.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH01",202021,25,7116,0.51,51,844124,2.96,843,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",-20,-2.37,-44.4,-2.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH02",202021,20,2437,0.541,54.1,954707,2.09,255.26,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",1,0.1,5.3,8.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH03",202021,6,1662,0.5,50,589537,1.02,281.92,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",-10,-1.69,-62.5,-5.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH04",202021,8,1838,0.667,66.7,772596,1.04,237.9,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",-5,-0.64,-38.5,20.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH05",202021,3,1140,0.5,50,589627,0.51,193.34,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",-2,-0.34,-40,-12.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH06",202021,7,744,0.467,46.7,406229,1.72,183.15,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",-3,-0.74,-30,-0.899999999999991,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH07",202021,12,1722,0.522,52.2,180350,6.65,954.81,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",4,2.21,50,10.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH01",202021,1,9,0.02,2,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",1,NA,NA,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH02",202021,0,4,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH03",202021,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH04",202021,0,7,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH05",202021,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH06",202021,0,1,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH07",202021,0,1,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-21",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH01",202022,18,5546,0.429,42.9,810627,2.22,684.16,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",-5,-0.62,-21.7,-4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH02",202022,11,1927,0.55,55,931877,1.18,206.79,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",-6,-0.64,-35.3,9.10000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH03",202022,11,1547,0.55,55,581620,1.89,265.98,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",5,0.86,83.3,5.00000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH04",202022,12,1676,0.462,46.2,766679,1.57,218.61,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",8,1.05,200,12.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH05",202022,2,1128,0.333,33.3,594186,0.34,189.84,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",-1,-0.16,-33.3,-16.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH06",202022,1,719,0.5,50,412733,0.24,174.2,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",-7,-1.7,-87.5,-3.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH07",202022,5,1556,0.5,50,171141,2.92,909.19,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",-6,-3.51,-54.5,2.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH01",202022,24,7140,0.571,57.1,844124,2.84,845.85,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",-1,-0.12,-4,6.09999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH02",202022,9,2446,0.45,45,954707,0.94,256.2,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",-11,-1.15,-55,-9.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH03",202022,9,1671,0.45,45,589537,1.53,283.44,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",3,0.51,50,-5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH04",202022,14,1852,0.538,53.8,772596,1.81,239.71,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",6,0.77,75,-12.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH05",202022,4,1144,0.667,66.7,589627,0.68,194.02,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",1,0.17,33.3,16.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH06",202022,1,745,0.5,50,406229,0.25,183.39,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",-6,-1.47,-85.7,3.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH07",202022,5,1727,0.5,50,180350,2.77,957.58,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",-7,-3.88,-58.3,-2.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH01",202022,0,9,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",-1,NA,-100,-2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH02",202022,0,4,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH03",202022,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH04",202022,0,7,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH05",202022,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH06",202022,0,1,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH07",202022,0,1,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-22",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH01",202023,17,5563,0.5,50,810627,2.1,686.26,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",-1,-0.12,-5.6,7.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH02",202023,14,1941,0.519,51.9,931877,1.5,208.29,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",3,0.32,27.3,-3.10000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH03",202023,4,1551,0.364,36.4,581620,0.69,266.67,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",-7,-1.2,-63.6,-18.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH04",202023,11,1687,0.611,61.1,766679,1.43,220.04,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",-1,-0.14,-8.3,14.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH05",202023,3,1131,0.6,60,594186,0.5,190.34,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",1,0.16,50,26.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH06",202023,0,719,0,0,412733,0,174.2,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",-1,-0.24,-100,-50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH07",202023,1,1557,0.5,50,171141,0.58,909.78,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",-4,-2.34,-80,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH01",202023,17,7157,0.5,50,844124,2.01,847.86,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",-7,-0.83,-29.2,-7.09999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH02",202023,13,2459,0.481,48.1,954707,1.36,257.57,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",4,0.42,44.4,3.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH03",202023,7,1678,0.636,63.6,589537,1.19,284.63,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",-2,-0.34,-22.2,18.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH04",202023,7,1859,0.389,38.9,772596,0.91,240.62,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",-7,-0.9,-50,-14.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH05",202023,2,1146,0.4,40,589627,0.34,194.36,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",-2,-0.34,-50,-26.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH06",202023,2,747,1,100,406229,0.49,183.89,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",1,0.24,100,50,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","CH07",202023,1,1728,0.5,50,180350,0.55,958.14,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",-4,-2.22,-80,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH01",202023,0,9,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH02",202023,0,4,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH03",202023,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH04",202023,0,7,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH05",202023,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH06",202023,0,1,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","CH07",202023,0,1,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-23",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","CH01",202024,22,5585,0.537,53.7,810627,2.71,688.97,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-24",5,0.61,29.4,3.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH02",202024,14,1955,0.452,45.2,931877,1.5,209.79,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-24",0,0,0,-6.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH03",202024,7,1558,0.538,53.8,581620,1.2,267.87,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-24",3,0.51,75,17.4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH04",202024,15,1702,0.577,57.7,766679,1.96,222,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-24",4,0.53,36.4,-3.40000000000001,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH05",202024,7,1138,0.636,63.6,594186,1.18,191.52,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-24",4,0.68,133.3,3.6,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH06",202024,10,729,0.769,76.9,412733,2.42,176.63,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-24",10,2.42,NA,76.9,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"male","CH07",202024,2,1559,0.4,40,171141,1.17,910.94,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-24",1,0.59,100,-10,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","CH01",202024,19,7176,0.463,46.3,844124,2.25,850.11,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-24",2,0.24,11.8,-3.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"female","CH02",202024,17,2476,0.548,54.8,954707,1.78,259.35,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-24",4,0.42,30.8,6.7,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
