"sex","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","entries_diff_abs","entries_diff_inz","entries_diff_pct","prct_diff","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_phase3","timeframe_28d","timeframe_14d"
"male","FR",202014,100,308,0.386,38.6,161153,62.05,191.12,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-15,-9.31,-13,-9.09999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","GE",202014,631,1645,0.437,43.7,244184,258.41,673.67,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",123,50.37,24.2,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","GL",202014,2,25,0.2,20,20546,9.73,121.68,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-8,-38.94,-80,-27.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","GR",202014,80,346,0.588,58.8,99707,80.24,347.02,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-14,-14.04,-14.9,13.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","JU",202014,16,80,0.432,43.2,36400,43.96,219.78,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-14,-38.46,-46.7,-0.299999999999997,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","LU",202014,57,238,0.449,44.9,205976,27.67,115.55,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-31,-15.05,-35.2,-4.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","NE",202014,45,185,0.433,43.3,86495,52.03,213.89,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-18,-20.81,-28.6,0.399999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","NW",202014,8,36,0.444,44.4,22053,36.28,163.24,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",1,4.54,14.3,21.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","OW",202014,5,20,0.357,35.7,19158,26.1,104.4,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","SG",202014,87,301,0.53,53,256039,33.98,117.56,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-7,-2.73,-7.4,1.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","SH",202014,3,25,0.429,42.9,40768,7.36,61.32,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-5,-12.26,-62.5,-29.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","SO",202014,31,125,0.492,49.2,137659,22.52,90.8,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-11,-7.99,-26.2,4.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","SZ",202014,29,102,0.569,56.9,82213,35.27,124.07,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,0,0,-7.50000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","TG",202014,37,111,0.481,48.1,140885,26.26,78.79,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",2,1.42,5.7,-5.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","TI",202014,189,1280,0.38,38,171141,110.44,747.92,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-244,-142.57,-56.4,-12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","UR",202014,6,33,0.429,42.9,18739,32.02,176.1,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-8,-42.69,-57.1,-0.899999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","VD",202014,392,1961,0.428,42.8,395189,99.19,496.22,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-236,-59.72,-37.6,-0.800000000000004,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","VS",202014,153,640,0.417,41.7,171254,89.34,373.71,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-74,-43.21,-32.6,-2.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","ZG",202014,19,72,0.463,46.3,64594,29.41,111.47,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-6,-9.29,-24,-21.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","ZH",202014,339,1287,0.474,47.4,766679,44.22,167.87,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-55,-7.17,-14,-1.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","AG",202014,125,412,0.508,50.8,341112,36.64,120.78,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-19,-5.57,-13.2,-2.10000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","AI",202014,4,10,0.571,57.1,7825,51.12,127.8,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,0,0,-9.60000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","AR",202014,8,38,0.5,50,27507,29.08,138.15,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-3,-10.91,-27.3,-5.00000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","BE",202014,196,642,0.538,53.8,529304,37.03,121.29,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",3,0.57,1.6,0.200000000000003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","BL",202014,76,349,0.507,50.7,147578,51.5,236.49,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-49,-33.2,-39.2,-1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","BS",202014,88,495,0.478,47.8,100847,87.26,490.84,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-51,-50.57,-36.7,-2.40000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","FL",202014,8,34,0.615,61.5,19532,40.96,174.07,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",1,5.12,14.3,20.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","FR",202014,158,421,0.61,61,160630,98.36,262.09,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",32,19.92,25.4,8.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","GE",202014,811,2099,0.562,56.2,259944,311.99,807.48,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",156,60.01,23.8,-0.0999999999999943,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","GL",202014,8,37,0.8,80,20044,39.91,184.59,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-3,-14.97,-27.3,27.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","GR",202014,56,314,0.412,41.2,99314,56.39,316.17,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-57,-57.39,-50.4,-13.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","JU",202014,21,91,0.568,56.8,37184,56.48,244.73,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-18,-48.4,-46.2,0.300000000000004,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","LU",202014,70,256,0.551,55.1,207144,33.79,123.59,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-20,-9.66,-22.2,4.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","NE",202014,59,248,0.567,56.7,90001,65.55,275.55,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-25,-27.78,-29.8,-0.399999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","NW",202014,10,55,0.556,55.6,21034,47.54,261.48,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-13,-61.81,-56.5,-21.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","OW",202014,9,33,0.643,64.3,18772,47.94,175.79,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,0,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","SG",202014,77,259,0.47,47,254695,30.23,101.69,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-13,-5.11,-14.4,-1.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","SH",202014,4,25,0.571,57.1,41580,9.62,60.13,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",1,2.4,33.3,29.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","SO",202014,32,130,0.508,50.8,137588,23.26,94.48,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-20,-14.53,-38.5,-4.50000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","SZ",202014,22,82,0.431,43.1,78267,28.11,104.77,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",6,7.67,37.5,7.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","TG",202014,40,110,0.519,51.9,138662,28.85,79.33,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",10,7.21,33.3,5.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","TI",202014,308,1297,0.62,62,180350,170.78,719.16,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-124,-68.75,-28.7,12.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","UR",202014,8,32,0.571,57.1,17964,44.53,178.13,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-10,-55.67,-55.6,0.899999999999991,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","VD",202014,522,2410,0.57,57,409909,127.35,587.94,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-287,-70.01,-35.5,0.899999999999984,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","VS",202014,214,754,0.583,58.3,174271,122.8,432.66,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-71,-40.74,-24.9,2.59999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","ZG",202014,22,56,0.537,53.7,63048,34.89,88.82,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",10,15.86,83.3,21.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","ZH",202014,376,1326,0.526,52.6,772596,48.67,171.63,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-39,-5.05,-9.4,1.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","AG",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","AI",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","AR",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","BE",202014,0,1,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","BL",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","BS",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","FL",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","FR",202014,1,1,0.004,0.4,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",1,NA,NA,0.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","GE",202014,2,3,0.001,0.1,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",2,NA,NA,0.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","GL",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","GR",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","JU",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","LU",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","NE",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","NW",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","OW",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","SG",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","SH",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","SO",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","SZ",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","TG",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","TI",202014,0,1,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-1,NA,-100,-0.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","UR",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","VD",202014,1,5,0.001,0.1,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-3,NA,-75,-0.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","VS",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","ZG",202014,0,0,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",0,NA,NA,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"unknown","ZH",202014,0,7,0,0,NA,NA,NA,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-14",-4,NA,-100,-0.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","AG",202015,74,432,0.497,49.7,344733,21.47,125.31,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-47,-13.63,-38.8,0.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","AI",202015,2,13,0.667,66.7,8303,24.09,156.57,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-1,-12.04,-33.3,23.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","AR",202015,3,32,0.375,37.5,27938,10.74,114.54,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-5,-17.89,-62.5,-12.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","BE",202015,119,710,0.474,47.4,510170,23.33,139.17,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-49,-9.6,-29.2,1.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","BL",202015,41,407,0.5,50,141890,28.9,286.84,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-33,-23.25,-44.6,0.700000000000003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","BS",202015,45,498,0.529,52.9,94997,47.37,524.23,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-51,-53.69,-53.1,0.700000000000003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","FL",202015,1,45,0.333,33.3,19215,5.2,234.19,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-4,-20.82,-80,-5.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","FR",202015,58,366,0.343,34.3,161153,35.99,227.11,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-42,-26.06,-42,-4.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","GE",202015,321,1966,0.434,43.4,244184,131.46,805.13,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-310,-126.95,-49.1,-0.300000000000004,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","GL",202015,9,34,0.22,22,20546,43.8,165.48,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",7,34.07,350,2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","GR",202015,36,382,0.522,52.2,99707,36.11,383.12,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-44,-44.13,-55,-6.59999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","JU",202015,4,84,0.25,25,36400,10.99,230.77,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-12,-32.97,-75,-18.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","LU",202015,35,273,0.479,47.9,205976,16.99,132.54,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-22,-10.68,-38.6,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","NE",202015,53,238,0.457,45.7,86495,61.28,275.16,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",8,9.25,17.8,2.40000000000001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","NW",202015,9,45,0.6,60,22053,40.81,204.05,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",1,4.53,12.5,15.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","OW",202015,3,23,1,100,19158,15.66,120.05,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-2,-10.44,-40,64.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","SG",202015,40,341,0.388,38.8,256039,15.62,133.18,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-47,-18.36,-54,-14.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","SH",202015,5,30,0.556,55.6,40768,12.26,73.59,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",2,4.9,66.7,12.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","SO",202015,21,146,0.368,36.8,137659,15.26,106.06,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-10,-7.26,-32.3,-12.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","SZ",202015,21,123,0.323,32.3,82213,25.54,149.61,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-8,-9.73,-27.6,-24.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","TG",202015,30,141,0.448,44.8,140885,21.29,100.08,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-7,-4.97,-18.9,-3.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","TI",202015,119,1399,0.373,37.3,171141,69.53,817.45,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-70,-40.91,-37,-0.700000000000003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","UR",202015,7,40,0.875,87.5,18739,37.36,213.46,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",1,5.34,16.7,44.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","VD",202015,209,2170,0.402,40.2,395189,52.89,549.1,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-183,-46.3,-46.7,-2.59999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","VS",202015,92,732,0.387,38.7,171254,53.72,427.44,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-61,-35.62,-39.9,-2.99999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","ZG",202015,10,82,0.769,76.9,64594,15.48,126.95,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-9,-13.93,-47.4,30.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"male","ZH",202015,162,1449,0.425,42.5,766679,21.13,189,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-177,-23.09,-52.2,-4.9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","AG",202015,75,487,0.503,50.3,341112,21.99,142.77,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-50,-14.65,-40,-0.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","AI",202015,1,11,0.333,33.3,7825,12.78,140.58,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-3,-38.34,-75,-23.8,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","AR",202015,5,43,0.625,62.5,27507,18.18,156.32,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-3,-10.9,-37.5,12.5,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","BE",202015,132,774,0.526,52.6,529304,24.94,146.23,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-64,-12.09,-32.7,-1.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","BL",202015,41,390,0.5,50,147578,27.78,264.27,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-35,-23.72,-46.1,-0.700000000000003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","BS",202015,40,535,0.471,47.1,100847,39.66,530.51,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-48,-47.6,-54.5,-0.700000000000003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","FL",202015,2,36,0.667,66.7,19532,10.24,184.31,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-6,-30.72,-75,5.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","FR",202015,111,532,0.657,65.7,160630,69.1,331.2,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-47,-29.26,-29.7,4.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","GE",202015,418,2517,0.566,56.6,259944,160.8,968.29,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-393,-151.19,-48.5,0.399999999999991,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","GL",202015,32,69,0.78,78,20044,159.65,344.24,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",24,119.74,300,-2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","GR",202015,33,347,0.478,47.8,99314,33.23,349.4,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-23,-23.16,-41.1,6.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","JU",202015,12,103,0.75,75,37184,32.27,277,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-9,-24.21,-42.9,18.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","LU",202015,38,294,0.521,52.1,207144,18.34,141.93,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-32,-15.45,-45.7,-3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","NE",202015,63,311,0.543,54.3,90001,70,345.55,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",4,4.45,6.8,-2.39999999999999,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","NW",202015,6,61,0.4,40,21034,28.53,290.01,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-4,-19.01,-40,-15.6,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","OW",202015,0,33,0,0,18772,0,175.79,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-9,-47.94,-100,-64.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","SG",202015,63,322,0.612,61.2,254695,24.74,126.43,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-14,-5.49,-18.2,14.2,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","SH",202015,4,29,0.444,44.4,41580,9.62,69.75,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",0,0,0,-12.7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","SO",202015,36,166,0.632,63.2,137588,26.17,120.65,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",4,2.91,12.5,12.4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","SZ",202015,43,125,0.662,66.2,78267,54.94,159.71,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",21,26.83,95.5,23.1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","TG",202015,37,147,0.552,55.2,138662,26.68,106.01,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-3,-2.17,-7.5,3.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"female","TI",202015,200,1497,0.627,62.7,180350,110.9,830.05,"COVID19Cases","sex","2021-05-20_07-49-25","isoweek","2020-15",-108,-59.88,-35.1,0.700000000000003,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
