"sex","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","entries_diff_abs","entries_diff_inz","entries_diff_pct","prct_diff","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_phase3","timeframe_28d","timeframe_14d"
"unknown","OW",202102,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-02",0,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","SG",202102,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-02",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","SH",202102,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-02",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","SO",202102,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-02",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","SZ",202102,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-02",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","TG",202102,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-02",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","TI",202102,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-02",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","UR",202102,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-02",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","VD",202102,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-02",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","VS",202102,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-02",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","ZG",202102,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-02",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","ZH",202102,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-02",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","AG",202103,10,302,0.476,47.6,344733,2.9,87.6,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-5,-1.45,-33.3,-8.00000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","AI",202103,0,9,NA,NA,8303,0,108.39,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,0,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","AR",202103,3,35,0.5,50,27938,10.74,125.28,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","BE",202103,25,489,0.481,48.1,510170,4.9,95.85,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",2,0.39,8.7,-8.00000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","BL",202103,4,99,1,100,141890,2.82,69.77,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",3,2.12,300,85.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","BS",202103,6,96,0.667,66.7,94997,6.32,101.06,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",3,3.16,100,23.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","FL",202103,0,25,0,0,19215,0,130.11,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,0,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","FR",202103,5,211,0.417,41.7,161153,3.1,130.93,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",2,1.24,66.7,8.39999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","GE",202103,5,373,0.714,71.4,244184,2.05,152.75,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",1,0.41,25,21.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","GL",202103,4,32,0.571,57.1,20546,19.47,155.75,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-2,-9.73,-33.3,-17.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","GR",202103,1,84,0.5,50,99707,1,84.25,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-3,-3.01,-75,-16.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","JU",202103,1,30,0.333,33.3,36400,2.75,82.42,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,0,0,-16.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","LU",202103,8,146,0.444,44.4,205976,3.88,70.88,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",4,1.94,100,13.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","NE",202103,1,155,1,100,86495,1.16,179.2,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-4,-4.62,-80,37.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","NW",202103,2,8,0.667,66.7,22053,9.07,36.28,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",1,4.54,100,-33.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","OW",202103,1,14,0.333,33.3,19158,5.22,73.08,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",1,5.22,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","SG",202103,12,342,0.48,48,256039,4.69,133.57,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-10,-3.9,-45.5,-27.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","SH",202103,0,28,0,0,40768,0,68.68,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-1,-2.45,-100,-33.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","SO",202103,1,117,0.333,33.3,137659,0.73,84.99,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-4,-2.9,-80,-12.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","SZ",202103,5,119,0.455,45.5,82213,6.08,144.75,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",2,2.43,66.7,-29.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","TG",202103,8,194,0.5,50,140885,5.68,137.7,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-9,-6.39,-52.9,-1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","TI",202103,10,456,0.476,47.6,171141,5.84,266.45,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-18,-10.52,-64.3,-28.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","UR",202103,1,21,1,100,18739,5.34,112.07,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",1,5.34,NA,100,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","VD",202103,6,466,0.545,54.5,395189,1.52,117.92,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-8,-2.02,-57.1,-9.09999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","VS",202103,9,315,0.429,42.9,171254,5.26,183.94,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",1,0.59,12.5,-37.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","ZG",202103,3,37,0.429,42.9,64594,4.64,57.28,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-2,-3.1,-40,1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","ZH",202103,28,573,0.491,49.1,766679,3.65,74.74,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-3,-0.39,-9.7,-4.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","AG",202103,11,256,0.524,52.4,341112,3.22,75.05,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-1,-0.3,-8.3,8.00000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","AI",202103,0,6,NA,NA,7825,0,76.68,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,0,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","AR",202103,3,20,0.5,50,27507,10.91,72.71,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,0,0,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","BE",202103,27,434,0.519,51.9,529304,5.1,81.99,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",9,1.7,50,8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","BL",202103,0,99,0,0,147578,0,67.08,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-6,-4.07,-100,-85.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","BS",202103,3,92,0.333,33.3,100847,2.97,91.23,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-1,-1,-25,-23.8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","FL",202103,2,28,1,100,19532,10.24,143.35,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",1,5.12,100,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","FR",202103,7,175,0.583,58.3,160630,4.36,108.95,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",1,0.62,16.7,-8.40000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","GE",202103,2,330,0.286,28.6,259944,0.77,126.95,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-2,-0.77,-50,-21.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","GL",202103,3,18,0.429,42.9,20044,14.97,89.8,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",1,4.99,50,17.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","GR",202103,1,72,0.5,50,99314,1.01,72.5,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-1,-1,-50,16.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","JU",202103,2,26,0.667,66.7,37184,5.38,69.92,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",1,2.69,100,16.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","LU",202103,10,133,0.556,55.6,207144,4.83,64.21,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",1,0.49,11.1,-13.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","NE",202103,0,122,0,0,90001,0,135.55,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-3,-3.33,-100,-37.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","NW",202103,1,9,0.333,33.3,21034,4.75,42.79,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",1,4.75,NA,33.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","OW",202103,2,17,0.667,66.7,18772,10.65,90.56,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",2,10.65,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","SG",202103,13,302,0.52,52,254695,5.1,118.57,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",6,2.35,85.7,27.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","SH",202103,4,27,1,100,41580,9.62,64.94,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",2,4.81,100,33.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","SO",202103,2,127,0.667,66.7,137588,1.45,92.3,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-4,-2.91,-66.7,12.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","SZ",202103,6,66,0.545,54.5,78267,7.67,84.33,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",5,6.39,500,29.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","TG",202103,8,158,0.5,50,138662,5.77,113.95,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-8,-5.77,-50,1.5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","TI",202103,11,353,0.524,52.4,180350,6.1,195.73,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",2,1.11,22.2,28.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","UR",202103,0,16,0,0,17964,0,89.07,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-1,-5.57,-100,-100,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","VD",202103,5,404,0.455,45.5,409909,1.22,98.56,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-3,-0.73,-37.5,9.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","VS",202103,12,232,0.571,57.1,174271,6.89,133.13,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",10,5.74,500,37.1,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","ZG",202103,4,43,0.571,57.1,63048,6.34,68.2,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",-3,-4.76,-42.9,-1.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","ZH",202103,29,549,0.509,50.9,772596,3.75,71.06,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",2,0.26,7.4,4.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","AG",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","AI",202103,0,0,NA,NA,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","AR",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","BE",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","BL",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","BS",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","FL",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","FR",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","GE",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","GL",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","GR",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","JU",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","LU",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NE",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","NW",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","OW",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","SG",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","SH",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","SO",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","SZ",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","TG",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","TI",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","UR",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","VD",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","VS",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","ZG",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"unknown","ZH",202103,0,0,0,0,NA,NA,NA,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-03",0,NA,NA,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","AG",202104,18,320,0.692,69.2,344733,5.22,92.83,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",8,2.32,80,21.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","AI",202104,0,9,NA,NA,8303,0,108.39,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",0,0,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","AR",202104,0,35,NA,NA,27938,0,125.28,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-3,-10.74,-100,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","BE",202104,24,513,0.558,55.8,510170,4.7,100.55,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-1,-0.2,-4,7.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","BL",202104,2,101,0.5,50,141890,1.41,71.18,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-2,-1.41,-50,-50,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","BS",202104,0,96,0,0,94997,0,101.06,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-6,-6.32,-100,-66.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","FL",202104,0,25,NA,NA,19215,0,130.11,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",0,0,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","FR",202104,3,214,0.5,50,161153,1.86,132.79,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-2,-1.24,-40,8.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","GE",202104,2,375,0.5,50,244184,0.82,153.57,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-3,-1.23,-60,-21.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","GL",202104,5,37,0.833,83.3,20546,24.34,180.08,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",1,4.87,25,26.2,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","GR",202104,4,88,0.5,50,99707,4.01,88.26,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",3,3.01,300,0,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","JU",202104,1,31,1,100,36400,2.75,85.16,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",0,0,0,66.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","LU",202104,2,148,0.4,40,205976,0.97,71.85,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-6,-2.91,-75,-4.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","NE",202104,4,159,0.667,66.7,86495,4.62,183.83,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",3,3.46,300,-33.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","NW",202104,1,9,1,100,22053,4.53,40.81,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-1,-4.54,-50,33.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","OW",202104,0,14,0,0,19158,0,73.08,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-1,-5.22,-100,-33.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","SG",202104,8,350,0.571,57.1,256039,3.12,136.7,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-4,-1.57,-33.3,9.09999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","SH",202104,0,28,NA,NA,40768,0,68.68,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",0,0,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","SO",202104,1,118,0.5,50,137659,0.73,85.72,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",0,0,0,16.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","SZ",202104,3,122,0.375,37.5,82213,3.65,148.4,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-2,-2.43,-40,-8,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","TG",202104,4,198,0.571,57.1,140885,2.84,140.54,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-4,-2.84,-50,7.09999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","TI",202104,9,465,0.529,52.9,171141,5.26,271.71,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-1,-0.58,-10,5.30000000000001,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","UR",202104,0,21,NA,NA,18739,0,112.07,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-1,-5.34,-100,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","VD",202104,10,476,0.588,58.8,395189,2.53,120.45,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",4,1.01,66.7,4.29999999999999,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","VS",202104,9,324,0.692,69.2,171254,5.26,189.19,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",0,0,0,26.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","ZG",202104,0,37,0,0,64594,0,57.28,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-3,-4.64,-100,-42.9,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"male","ZH",202104,16,589,0.421,42.1,766679,2.09,76.82,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-12,-1.56,-42.9,-7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","AG",202104,8,264,0.308,30.8,341112,2.35,77.39,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-3,-0.87,-27.3,-21.6,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","AI",202104,0,6,NA,NA,7825,0,76.68,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",0,0,NA,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","AR",202104,0,20,NA,NA,27507,0,72.71,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-3,-10.91,-100,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","BE",202104,19,453,0.442,44.2,529304,3.59,85.58,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-8,-1.51,-29.6,-7.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","BL",202104,2,101,0.5,50,147578,1.36,68.44,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",2,1.36,NA,50,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","BS",202104,3,95,1,100,100847,2.97,94.2,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",0,0,0,66.7,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","FL",202104,0,28,NA,NA,19532,0,143.35,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-2,-10.24,-100,NA,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","FR",202104,3,178,0.5,50,160630,1.87,110.81,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",-4,-2.49,-57.1,-8.3,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
"female","GE",202104,2,332,0.5,50,259944,0.77,127.72,"COVID19Death","sex","2021-05-07_07-49-23","isoweek","2021-04",0,0,0,21.4,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
