"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d","pos_anteil"
"60 - 69","SZ",202015,NA,NA,NA,NA,19143,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","SZ",202016,NA,NA,NA,NA,19143,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","SZ",202017,NA,NA,NA,NA,19143,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","SZ",202018,NA,NA,NA,NA,19143,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","SZ",202019,NA,NA,NA,NA,19143,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","SZ",202020,NA,NA,NA,NA,19143,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","SZ",202021,NA,NA,NA,NA,19143,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","SZ",202022,35,35,0.103,10.3,19143,182.83,182.83,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","SZ",202023,24,59,0.059,5.9,19143,125.37,308.21,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","SZ",202024,35,94,0.071,7.1,19143,182.83,491.04,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"60 - 69","SZ",202025,50,144,0.072,7.2,19143,261.19,752.23,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"60 - 69","SZ",202026,64,208,0.073,7.3,19143,334.33,1086.56,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,1.56
"60 - 69","SZ",202027,78,286,0.061,6.1,19143,407.46,1494.02,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,1.28
"60 - 69","SZ",202028,79,365,0.092,9.2,19143,412.68,1906.7,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,5.06
"60 - 69","SZ",202029,71,436,0.097,9.7,19143,370.89,2277.59,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.41
"60 - 69","SZ",202030,40,476,0.075,7.5,19143,208.95,2486.55,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.5
"60 - 69","SZ",202031,48,524,0.085,8.5,19143,250.74,2737.29,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,4.17
"60 - 69","SZ",202032,43,567,0.067,6.7,19143,224.63,2961.92,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,4.65
"60 - 69","SZ",202033,55,622,0.079,7.9,19143,287.31,3249.23,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,10.91
"60 - 69","SZ",202034,73,695,0.077,7.7,19143,381.34,3630.57,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,5.48
"60 - 69","SZ",202035,65,760,0.057,5.7,19143,339.55,3970.12,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,1.54
"60 - 69","SZ",202036,106,866,0.08,8,19143,553.73,4523.85,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,2.83
"60 - 69","SZ",202037,128,994,0.091,9.1,19143,668.65,5192.5,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,0.78
"60 - 69","SZ",202038,86,1080,0.078,7.8,19143,449.25,5641.75,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,2.33
"60 - 69","SZ",202039,89,1169,0.088,8.8,19143,464.92,6106.67,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,1.12
"60 - 69","SZ",202040,89,1258,0.08,8,19143,464.92,6571.59,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,13.48
"60 - 69","SZ",202041,215,1473,0.104,10.4,19143,1123.13,7694.72,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,25.12
"60 - 69","SZ",202042,280,1753,0.09,9,19143,1462.68,9157.39,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,29.29
"60 - 69","SZ",202043,407,2160,0.107,10.7,19143,2126.1,11283.5,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,32.68
"60 - 69","SZ",202044,315,2475,0.091,9.1,19143,1645.51,12929.01,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,31.43
"60 - 69","SZ",202045,257,2732,0.092,9.2,19143,1342.53,14271.54,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,31.13
"60 - 69","SZ",202046,224,2956,0.102,10.2,19143,1170.14,15441.68,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,21.88
"60 - 69","SZ",202047,200,3156,0.092,9.2,19143,1044.77,16486.44,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,24
"60 - 69","SZ",202048,227,3383,0.092,9.2,19143,1185.81,17672.26,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,22.03
"60 - 69","SZ",202049,262,3645,0.101,10.1,19143,1368.65,19040.9,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,20.61
"60 - 69","SZ",202050,332,3977,0.102,10.2,19143,1734.32,20775.22,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,27.71
"60 - 69","SZ",202051,401,4378,0.102,10.2,19143,2094.76,22869.98,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,18.7
"60 - 69","SZ",202052,376,4754,0.106,10.6,19143,1964.16,24834.14,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,25
"60 - 69","SZ",202053,262,5016,0.109,10.9,19143,1368.65,26202.79,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,18.32
"60 - 69","SZ",202101,314,5330,0.119,11.9,19143,1640.29,27843.08,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,19.43
"60 - 69","SZ",202102,282,5612,0.113,11.3,19143,1473.12,29316.2,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,14.54
"60 - 69","SZ",202103,263,5875,0.104,10.4,19143,1373.87,30690.07,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,7.22
"60 - 69","SZ",202104,279,6154,0.115,11.5,19143,1457.45,32147.52,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,7.17
"60 - 69","SZ",202105,296,6450,0.115,11.5,19143,1546.26,33693.78,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,5.74
"60 - 69","SZ",202106,269,6719,0.101,10.1,19143,1405.21,35098.99,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,4.46
"60 - 69","SZ",202107,251,6970,0.108,10.8,19143,1311.18,36410.18,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,2.79
"60 - 69","SZ",202108,263,7233,0.105,10.5,19143,1373.87,37784.05,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-08",TRUE,TRUE,TRUE,FALSE,FALSE,3.8
"60 - 69","SZ",202109,267,7500,0.114,11.4,19143,1394.77,39178.81,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-09",TRUE,TRUE,TRUE,FALSE,FALSE,4.49
"60 - 69","SZ",202110,270,7770,0.114,11.4,19143,1410.44,40589.25,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-10",TRUE,TRUE,TRUE,FALSE,FALSE,2.96
"60 - 69","SZ",202111,280,8050,0.113,11.3,19143,1462.68,42051.92,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,FALSE,4.64
"60 - 69","SZ",202112,331,8381,0.109,10.9,19143,1729.09,43781.02,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-12",TRUE,TRUE,TRUE,TRUE,FALSE,6.95
"60 - 69","SZ",202113,366,8747,0.101,10.1,19143,1911.93,45692.94,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-13",TRUE,TRUE,TRUE,TRUE,TRUE,6.01
"60 - 69","SZ",202114,343,9090,0.113,11.3,19143,1791.78,47484.72,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-14",TRUE,TRUE,TRUE,TRUE,TRUE,7
"60 - 69","SZ",202115,180,9270,0.102,10.2,19143,940.29,48425.01,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-15",FALSE,FALSE,FALSE,FALSE,FALSE,8.33
"60 - 69","TG",202009,NA,NA,NA,NA,33055,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202010,NA,NA,NA,NA,33055,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202011,NA,NA,NA,NA,33055,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202012,NA,NA,NA,NA,33055,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202013,NA,NA,NA,NA,33055,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202014,NA,NA,NA,NA,33055,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202015,NA,NA,NA,NA,33055,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202016,NA,NA,NA,NA,33055,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202017,NA,NA,NA,NA,33055,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202018,NA,NA,NA,NA,33055,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202019,NA,NA,NA,NA,33055,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202020,NA,NA,NA,NA,33055,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202021,NA,NA,NA,NA,33055,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202022,56,56,0.123,12.3,33055,169.41,169.41,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202023,57,113,0.121,12.1,33055,172.44,341.85,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202024,74,187,0.105,10.5,33055,223.87,565.72,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202025,78,265,0.069,6.9,33055,235.97,801.69,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202026,103,368,0.067,6.7,33055,311.6,1113.3,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202027,133,501,0.063,6.3,33055,402.36,1515.66,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202028,104,605,0.084,8.4,33055,314.63,1830.28,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202029,102,707,0.099,9.9,33055,308.58,2138.86,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202030,95,802,0.104,10.4,33055,287.4,2426.26,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"60 - 69","TG",202031,86,888,0.108,10.8,33055,260.17,2686.43,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,3.49
"60 - 69","TG",202032,92,980,0.086,8.6,33055,278.32,2964.76,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,2.17
"60 - 69","TG",202033,108,1088,0.089,8.9,33055,326.73,3291.48,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,2.78
"60 - 69","TG",202034,95,1183,0.064,6.4,33055,287.4,3578.88,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,1.05
"60 - 69","TG",202035,141,1324,0.074,7.4,33055,426.56,4005.45,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,1.42
"60 - 69","TG",202036,164,1488,0.082,8.2,33055,496.14,4501.59,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,0.61
"60 - 69","TG",202037,150,1638,0.068,6.8,33055,453.79,4955.38,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,4
"60 - 69","TG",202038,145,1783,0.068,6.8,33055,438.66,5394.04,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,4.14
"60 - 69","TG",202039,137,1920,0.079,7.9,33055,414.46,5808.5,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,0.73
"60 - 69","TG",202040,154,2074,0.076,7.6,33055,465.89,6274.39,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,4.55
"60 - 69","TG",202041,161,2235,0.077,7.7,33055,487.07,6761.46,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,8.07
"60 - 69","TG",202042,247,2482,0.088,8.8,33055,747.24,7508.7,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,21.46
"60 - 69","TG",202043,406,2888,0.088,8.8,33055,1228.26,8736.95,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,24.63
"60 - 69","TG",202044,468,3356,0.085,8.5,33055,1415.82,10152.78,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,23.72
"60 - 69","TG",202045,434,3790,0.087,8.7,33055,1312.96,11465.74,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,23.96
"60 - 69","TG",202046,421,4211,0.097,9.7,33055,1273.63,12739.37,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,21.85
"60 - 69","TG",202047,398,4609,0.094,9.4,33055,1204.05,13943.43,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,19.6
"60 - 69","TG",202048,531,5140,0.113,11.3,33055,1606.41,15549.84,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,19.96
"60 - 69","TG",202049,561,5701,0.105,10.5,33055,1697.17,17247.01,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,17.83
"60 - 69","TG",202050,636,6337,0.104,10.4,33055,1924.07,19171.08,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,20.28
"60 - 69","TG",202051,680,7017,0.098,9.8,33055,2057.18,21228.26,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,23.38
"60 - 69","TG",202052,583,7600,0.103,10.3,33055,1763.73,22991.98,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,18.35
"60 - 69","TG",202053,458,8058,0.11,11,33055,1385.57,24377.55,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,21.18
"60 - 69","TG",202101,544,8602,0.106,10.6,33055,1645.74,26023.29,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,15.07
"60 - 69","TG",202102,449,9051,0.108,10.8,33055,1358.34,27381.64,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,12.25
"60 - 69","TG",202103,453,9504,0.103,10.3,33055,1370.44,28752.08,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,9.05
"60 - 69","TG",202104,439,9943,0.096,9.6,33055,1328.09,30080.17,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,6.38
"60 - 69","TG",202105,412,10355,0.101,10.1,33055,1246.41,31326.58,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,6.07
"60 - 69","TG",202106,395,10750,0.091,9.1,33055,1194.98,32521.55,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,4.05
"60 - 69","TG",202107,443,11193,0.099,9.9,33055,1340.19,33861.75,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,6.32
"60 - 69","TG",202108,455,11648,0.107,10.7,33055,1376.49,35238.24,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-08",TRUE,TRUE,TRUE,FALSE,FALSE,7.03
"60 - 69","TG",202109,502,12150,0.114,11.4,33055,1518.68,36756.92,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-09",TRUE,TRUE,TRUE,FALSE,FALSE,4.38
"60 - 69","TG",202110,482,12632,0.097,9.7,33055,1458.18,38215.1,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-10",TRUE,TRUE,TRUE,FALSE,FALSE,4.15
"60 - 69","TG",202111,545,13177,0.108,10.8,33055,1648.77,39863.86,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,FALSE,3.67
"60 - 69","TG",202112,608,13785,0.104,10.4,33055,1839.36,41703.22,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-12",TRUE,TRUE,TRUE,TRUE,FALSE,8.06
"60 - 69","TG",202113,624,14409,0.099,9.9,33055,1887.76,43590.98,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-13",TRUE,TRUE,TRUE,TRUE,TRUE,4.81
"60 - 69","TG",202114,640,15049,0.123,12.3,33055,1936.17,45527.15,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-14",TRUE,TRUE,TRUE,TRUE,TRUE,5.78
"60 - 69","TG",202115,335,15384,0.116,11.6,33055,1013.46,46540.61,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-15",FALSE,FALSE,FALSE,FALSE,FALSE,7.76
"60 - 69","TI",202009,NA,NA,NA,NA,41962,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TI",202010,NA,NA,NA,NA,41962,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TI",202011,NA,NA,NA,NA,41962,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TI",202012,NA,NA,NA,NA,41962,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TI",202013,NA,NA,NA,NA,41962,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TI",202014,NA,NA,NA,NA,41962,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TI",202015,NA,NA,NA,NA,41962,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TI",202016,NA,NA,NA,NA,41962,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TI",202017,NA,NA,NA,NA,41962,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TI",202018,NA,NA,NA,NA,41962,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TI",202019,NA,NA,NA,NA,41962,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TI",202020,NA,NA,NA,NA,41962,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TI",202021,NA,NA,NA,NA,41962,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"60 - 69","TI",202022,163,163,0.127,12.7,41962,388.45,388.45,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.61
"60 - 69","TI",202023,108,271,0.112,11.2,41962,257.38,645.82,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
