"altersklasse_covid19","geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d","pos_anteil"
"0 - 9","CH",202009,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202010,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202011,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202012,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202013,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202014,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202015,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202016,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202017,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202018,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202019,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202020,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202021,NA,NA,NA,NA,873043,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"0 - 9","CH",202022,2635,2635,0.1,10,873043,301.82,301.82,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.27
"0 - 9","CH",202023,3657,6292,0.143,14.3,873043,418.88,720.7,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.14
"0 - 9","CH",202024,7391,13683,0.207,20.7,873043,846.58,1567.28,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.27
"0 - 9","CH",202025,9061,22744,0.188,18.8,873043,1037.86,2605.14,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.09
"0 - 9","CH",202026,4654,27398,0.081,8.1,873043,533.08,3138.22,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.19
"0 - 9","CH",202027,2900,30298,0.041,4.1,873043,332.17,3470.39,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,0.34
"0 - 9","CH",202028,2007,32305,0.041,4.1,873043,229.89,3700.28,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,0.85
"0 - 9","CH",202029,1491,33796,0.035,3.5,873043,170.78,3871.06,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.41
"0 - 9","CH",202030,1160,34956,0.033,3.3,873043,132.87,4003.93,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,1.38
"0 - 9","CH",202031,1196,36152,0.032,3.2,873043,136.99,4140.92,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,1.92
"0 - 9","CH",202032,1258,37410,0.033,3.3,873043,144.09,4285.01,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,1.43
"0 - 9","CH",202033,1568,38978,0.038,3.8,873043,179.6,4464.61,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,1.72
"0 - 9","CH",202034,2965,41943,0.052,5.2,873043,339.62,4804.23,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,1.21
"0 - 9","CH",202035,4437,46380,0.06,6,873043,508.22,5312.45,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,0.92
"0 - 9","CH",202036,4030,50410,0.046,4.6,873043,461.6,5774.06,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,1.07
"0 - 9","CH",202037,2937,53347,0.032,3.2,873043,336.41,6110.47,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,0.82
"0 - 9","CH",202038,2015,55362,0.024,2.4,873043,230.8,6341.27,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,0.65
"0 - 9","CH",202039,1374,56736,0.02,2,873043,157.38,6498.65,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,1.24
"0 - 9","CH",202040,1178,57914,0.017,1.7,873043,134.93,6633.58,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,2.55
"0 - 9","CH",202041,1210,59124,0.014,1.4,873043,138.6,6772.18,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,4.79
"0 - 9","CH",202042,1661,60785,0.013,1.3,873043,190.25,6962.43,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,7.47
"0 - 9","CH",202043,2292,63077,0.013,1.3,873043,262.53,7224.96,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,11.13
"0 - 9","CH",202044,3022,66099,0.014,1.4,873043,346.15,7571.1,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,13.47
"0 - 9","CH",202045,3030,69129,0.015,1.5,873043,347.06,7918.17,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,14.55
"0 - 9","CH",202046,3003,72132,0.017,1.7,873043,343.97,8262.14,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,14.15
"0 - 9","CH",202047,2879,75011,0.018,1.8,873043,329.77,8591.9,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,13.82
"0 - 9","CH",202048,2849,77860,0.018,1.8,873043,326.33,8918.23,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,10.25
"0 - 9","CH",202049,2600,80460,0.016,1.6,873043,297.81,9216.04,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,11.58
"0 - 9","CH",202050,3444,83904,0.016,1.6,873043,394.48,9610.52,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,12.4
"0 - 9","CH",202051,5207,89111,0.021,2.1,873043,596.42,10206.94,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,8.22
"0 - 9","CH",202052,3721,92832,0.018,1.8,873043,426.21,10633.15,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,8.04
"0 - 9","CH",202053,1835,94667,0.012,1.2,873043,210.18,10843.34,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,11.61
"0 - 9","CH",202101,1985,96652,0.012,1.2,873043,227.37,11070.7,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,14.26
"0 - 9","CH",202102,2050,98702,0.014,1.4,873043,234.81,11305.51,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,12.34
"0 - 9","CH",202103,4110,102812,0.025,2.5,873043,470.77,11776.28,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,8.86
"0 - 9","CH",202104,5245,108057,0.031,3.1,873043,600.77,12377.05,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,8.54
"0 - 9","CH",202105,7444,115501,0.04,4,873043,852.65,13229.7,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,7.6
"0 - 9","CH",202106,7367,122868,0.038,3.8,873043,843.83,14073.53,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,4.89
"0 - 9","CH",202107,4964,127832,0.028,2.8,873043,568.59,14642.12,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,4.83
"0 - 9","CH",202108,3969,131801,0.024,2.4,873043,454.62,15096.74,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-08",TRUE,TRUE,TRUE,FALSE,FALSE,6.12
"0 - 9","CH",202109,4823,136624,0.028,2.8,873043,552.44,15649.17,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-09",TRUE,TRUE,TRUE,FALSE,FALSE,5.99
"0 - 9","CH",202110,5976,142600,0.031,3.1,873043,684.5,16333.67,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-10",TRUE,TRUE,TRUE,FALSE,FALSE,7.2
"0 - 9","CH",202111,7976,150576,0.035,3.5,873043,913.59,17247.26,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,FALSE,7.36
"0 - 9","CH",202112,10899,161475,0.044,4.4,873043,1248.39,18495.65,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-12",TRUE,TRUE,TRUE,TRUE,FALSE,6.31
"0 - 9","CH",202113,13137,174612,0.048,4.8,873043,1504.74,20000.39,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-13",TRUE,TRUE,TRUE,TRUE,TRUE,5.31
"0 - 9","CH",202114,8840,183452,0.044,4.4,873043,1012.55,21012.94,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-14",TRUE,TRUE,TRUE,TRUE,TRUE,7.17
"0 - 9","CH",202115,5025,188477,0.043,4.3,873043,575.57,21588.51,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-15",FALSE,FALSE,FALSE,FALSE,FALSE,7.9
"10 - 19","CH",202009,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202010,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202011,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202012,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202013,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202014,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202015,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202016,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202017,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202018,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202019,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202020,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202021,NA,NA,NA,NA,844155,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"10 - 19","CH",202022,2185,2185,0.083,8.3,844155,258.84,258.84,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.92
"10 - 19","CH",202023,2606,4791,0.102,10.2,844155,308.71,567.55,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,0.65
"10 - 19","CH",202024,4359,9150,0.122,12.2,844155,516.37,1083.92,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.32
"10 - 19","CH",202025,8481,17631,0.176,17.6,844155,1004.67,2088.6,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.13
"10 - 19","CH",202026,9949,27580,0.174,17.4,844155,1178.58,3267.17,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.28
"10 - 19","CH",202027,11213,38793,0.16,16,844155,1328.31,4595.48,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,0.57
"10 - 19","CH",202028,5942,44735,0.12,12,844155,703.9,5299.38,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,0.82
"10 - 19","CH",202029,3756,48491,0.088,8.8,844155,444.94,5744.32,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.38
"10 - 19","CH",202030,2783,51274,0.078,7.8,844155,329.68,6074,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.62
"10 - 19","CH",202031,2947,54221,0.079,7.9,844155,349.11,6423.11,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,3.53
"10 - 19","CH",202032,3384,57605,0.087,8.7,844155,400.87,6823.98,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,4.4
"10 - 19","CH",202033,4498,62103,0.108,10.8,844155,532.84,7356.82,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,4.05
"10 - 19","CH",202034,7623,69726,0.133,13.3,844155,903.03,8259.86,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,3.08
"10 - 19","CH",202035,11155,80881,0.152,15.2,844155,1321.44,9581.3,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,2.48
"10 - 19","CH",202036,13567,94448,0.156,15.6,844155,1607.17,11188.47,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,1.9
"10 - 19","CH",202037,16060,110508,0.177,17.7,844155,1902.49,13090.96,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,2.22
"10 - 19","CH",202038,15031,125539,0.178,17.8,844155,1780.6,14871.56,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,2.54
"10 - 19","CH",202039,9932,135471,0.146,14.6,844155,1176.56,16048.12,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,2.17
"10 - 19","CH",202040,8173,143644,0.121,12.1,844155,968.19,17016.31,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,3.24
"10 - 19","CH",202041,9092,152736,0.102,10.2,844155,1077.05,18093.36,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,7.97
"10 - 19","CH",202042,12584,165320,0.099,9.9,844155,1490.72,19584.08,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,12.25
"10 - 19","CH",202043,17744,183064,0.1,10,844155,2101.98,21686.06,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,16.39
"10 - 19","CH",202044,24014,207078,0.111,11.1,844155,2844.74,24530.8,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,20.62
"10 - 19","CH",202045,23617,230695,0.114,11.4,844155,2797.71,27328.51,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,20.21
"10 - 19","CH",202046,19673,250368,0.109,10.9,844155,2330.5,29659.01,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,19.87
"10 - 19","CH",202047,16030,266398,0.102,10.2,844155,1898.94,31557.95,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,17.57
"10 - 19","CH",202048,15388,281786,0.096,9.6,844155,1822.89,33380.84,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,15.72
"10 - 19","CH",202049,15627,297413,0.095,9.5,844155,1851.2,35232.04,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,16.23
"10 - 19","CH",202050,19570,316983,0.093,9.3,844155,2318.29,37550.33,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,14.13
"10 - 19","CH",202051,20987,337970,0.087,8.7,844155,2486.15,40036.49,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,12.34
"10 - 19","CH",202052,13902,351872,0.068,6.8,844155,1646.85,41683.34,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,12.94
"10 - 19","CH",202053,9197,361069,0.062,6.2,844155,1089.49,42772.83,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,18.92
"10 - 19","CH",202101,12610,373679,0.076,7.6,844155,1493.8,44266.63,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,17.92
"10 - 19","CH",202102,11932,385611,0.081,8.1,844155,1413.48,45680.12,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,13.24
"10 - 19","CH",202103,15901,401512,0.098,9.8,844155,1883.66,47563.78,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,10.44
"10 - 19","CH",202104,16750,418262,0.1,10,844155,1984.23,49548.01,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,8.87
"10 - 19","CH",202105,18954,437216,0.102,10.2,844155,2245.32,51793.33,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,7.71
"10 - 19","CH",202106,19942,457158,0.103,10.3,844155,2362.36,54155.69,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,5.83
"10 - 19","CH",202107,15670,472828,0.089,8.9,844155,1856.29,56011.99,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-07",TRUE,TRUE,TRUE,FALSE,FALSE,5.97
"10 - 19","CH",202108,16382,489210,0.098,9.8,844155,1940.64,57952.63,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-08",TRUE,TRUE,TRUE,FALSE,FALSE,6.1
"10 - 19","CH",202109,20208,509418,0.116,11.6,844155,2393.87,60346.5,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-09",TRUE,TRUE,TRUE,FALSE,FALSE,4.96
"10 - 19","CH",202110,23570,532988,0.122,12.2,844155,2792.14,63138.64,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-10",TRUE,TRUE,TRUE,FALSE,FALSE,5.99
"10 - 19","CH",202111,27024,560012,0.119,11.9,844155,3201.31,66339.95,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,FALSE,5.99
"10 - 19","CH",202112,29406,589418,0.117,11.7,844155,3483.48,69823.43,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-12",TRUE,TRUE,TRUE,TRUE,FALSE,6.76
"10 - 19","CH",202113,31590,621008,0.114,11.4,844155,3742.2,73565.64,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-13",TRUE,TRUE,TRUE,TRUE,TRUE,5.98
"10 - 19","CH",202114,21206,642214,0.105,10.5,844155,2512.1,76077.73,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-14",TRUE,TRUE,TRUE,TRUE,TRUE,9.07
"10 - 19","CH",202115,11648,653862,0.1,10,844155,1379.84,77457.58,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2021-15",FALSE,FALSE,FALSE,FALSE,FALSE,11.65
"20 - 29","CH",202009,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202010,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202011,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202012,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202013,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202014,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202015,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"20 - 29","CH",202016,NA,NA,NA,NA,1045350,NA,NA,"COVID19Test","altersklasse_covid19","2021-04-16_07-43-57","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
