"geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d"
"CH",202009,52,52,1,100,8606033,0.6,0.6,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"CH",202010,109,161,1,100,8606033,1.27,1.87,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"CH",202011,347,508,1,100,8606033,4.03,5.9,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"CH",202012,836,1344,1,100,8606033,9.71,15.62,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"CH",202013,1161,2505,1,100,8606033,13.49,29.11,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"CH",202014,663,3168,1,100,8606033,7.7,36.81,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"CH",202015,362,3530,1,100,8606033,4.21,41.02,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"CH",202016,218,3748,1,100,8606033,2.53,43.55,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"CH",202017,106,3854,1,100,8606033,1.23,44.78,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"CH",202018,64,3918,1,100,8606033,0.74,45.53,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"CH",202019,31,3949,1,100,8606033,0.36,45.89,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"CH",202020,25,3974,1,100,8606033,0.29,46.18,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"CH",202021,15,3989,1,100,8606033,0.17,46.35,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"CH",202022,19,4008,1,100,8606033,0.22,46.57,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"CH",202023,5,4013,1,100,8606033,0.06,46.63,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"CH",202024,7,4020,1,100,8606033,0.08,46.71,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"CH",202025,17,4037,1,100,8606033,0.2,46.91,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"CH",202026,17,4054,1,100,8606033,0.2,47.11,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"CH",202027,38,4092,1,100,8606033,0.44,47.55,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"CH",202028,54,4146,1,100,8606033,0.63,48.18,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"CH",202029,35,4181,1,100,8606033,0.41,48.58,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"CH",202030,58,4239,1,100,8606033,0.67,49.26,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"CH",202031,61,4300,1,100,8606033,0.71,49.96,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"CH",202032,49,4349,1,100,8606033,0.57,50.53,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"CH",202033,53,4402,1,100,8606033,0.62,51.15,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"CH",202034,51,4453,1,100,8606033,0.59,51.74,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"CH",202035,44,4497,1,100,8606033,0.51,52.25,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"CH",202036,72,4569,1,100,8606033,0.84,53.09,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"CH",202037,100,4669,1,100,8606033,1.16,54.25,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"CH",202038,102,4771,1,100,8606033,1.19,55.44,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"CH",202039,110,4881,1,100,8606033,1.28,56.72,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"CH",202040,160,5041,1,100,8606033,1.86,58.58,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"CH",202041,272,5313,1,100,8606033,3.16,61.74,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"CH",202042,626,5939,1,100,8606033,7.27,69.01,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"CH",202043,1174,7113,1,100,8606033,13.64,82.65,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"CH",202044,1563,8676,1,100,8606033,18.16,100.81,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"CH",202045,1600,10276,1,100,8606033,18.59,119.4,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"CH",202046,1458,11734,1,100,8606033,16.94,136.35,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"CH",202047,1270,13004,1,100,8606033,14.76,151.1,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"CH",202048,1168,14172,1,100,8606033,13.57,164.68,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"CH",202049,1105,15277,1,100,8606033,12.84,177.52,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"CH",202050,1179,16456,1,100,8606033,13.7,191.21,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"CH",202051,1102,17558,1,100,8606033,12.8,204.02,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"CH",202052,1052,18610,1,100,8606033,12.22,216.24,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"CH",202053,1069,19679,1,100,8606033,12.42,228.67,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"CH",202101,866,20545,1,100,8606033,10.06,238.73,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE
"CH",202102,641,21186,1,100,8606033,7.45,246.18,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-02",TRUE,TRUE,TRUE,TRUE,FALSE
"CH",202103,475,21661,1,100,8606033,5.52,251.7,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-03",TRUE,TRUE,TRUE,TRUE,FALSE
"CH",202104,367,22028,1,100,8606033,4.26,255.96,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-04",TRUE,TRUE,TRUE,TRUE,TRUE
"CH",202105,214,22242,1,100,8606033,2.49,258.45,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-05",TRUE,TRUE,TRUE,TRUE,TRUE
"CH",202106,1,22243,1,100,8606033,0.01,258.46,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-06",FALSE,FALSE,FALSE,FALSE,FALSE
"CHFL",202009,52,52,1,100,8644780,0.6,0.6,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"CHFL",202010,110,162,1,100,8644780,1.27,1.87,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"CHFL",202011,347,509,1,100,8644780,4.01,5.89,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"CHFL",202012,836,1345,1,100,8644780,9.67,15.56,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"CHFL",202013,1164,2509,1,100,8644780,13.46,29.02,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"CHFL",202014,667,3176,1,100,8644780,7.72,36.74,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"CHFL",202015,363,3539,1,100,8644780,4.2,40.94,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"CHFL",202016,218,3757,1,100,8644780,2.52,43.46,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"CHFL",202017,106,3863,1,100,8644780,1.23,44.69,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"CHFL",202018,64,3927,1,100,8644780,0.74,45.43,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"CHFL",202019,31,3958,1,100,8644780,0.36,45.78,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"CHFL",202020,25,3983,1,100,8644780,0.29,46.07,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"CHFL",202021,15,3998,1,100,8644780,0.17,46.25,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"CHFL",202022,19,4017,1,100,8644780,0.22,46.47,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"CHFL",202023,5,4022,1,100,8644780,0.06,46.53,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"CHFL",202024,7,4029,1,100,8644780,0.08,46.61,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"CHFL",202025,17,4046,1,100,8644780,0.2,46.8,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"CHFL",202026,17,4063,1,100,8644780,0.2,47,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"CHFL",202027,38,4101,1,100,8644780,0.44,47.44,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"CHFL",202028,54,4155,1,100,8644780,0.62,48.06,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"CHFL",202029,35,4190,1,100,8644780,0.4,48.47,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"CHFL",202030,58,4248,1,100,8644780,0.67,49.14,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"CHFL",202031,61,4309,1,100,8644780,0.71,49.85,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"CHFL",202032,49,4358,1,100,8644780,0.57,50.41,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"CHFL",202033,54,4412,1,100,8644780,0.62,51.04,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"CHFL",202034,51,4463,1,100,8644780,0.59,51.63,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"CHFL",202035,44,4507,1,100,8644780,0.51,52.14,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"CHFL",202036,72,4579,1,100,8644780,0.83,52.97,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"CHFL",202037,101,4680,1,100,8644780,1.17,54.14,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"CHFL",202038,104,4784,1,100,8644780,1.2,55.34,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"CHFL",202039,110,4894,1,100,8644780,1.27,56.61,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"CHFL",202040,160,5054,1,100,8644780,1.85,58.46,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"CHFL",202041,277,5331,1,100,8644780,3.2,61.67,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"CHFL",202042,629,5960,1,100,8644780,7.28,68.94,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"CHFL",202043,1181,7141,1,100,8644780,13.66,82.6,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"CHFL",202044,1576,8717,1,100,8644780,18.23,100.84,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"CHFL",202045,1608,10325,1,100,8644780,18.6,119.44,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"CHFL",202046,1465,11790,1,100,8644780,16.95,136.38,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"CHFL",202047,1279,13069,1,100,8644780,14.8,151.18,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"CHFL",202048,1174,14243,1,100,8644780,13.58,164.76,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"CHFL",202049,1119,15362,1,100,8644780,12.94,177.7,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"CHFL",202050,1188,16550,1,100,8644780,13.74,191.45,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"CHFL",202051,1110,17660,1,100,8644780,12.84,204.29,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"CHFL",202052,1065,18725,1,100,8644780,12.32,216.6,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"CHFL",202053,1073,19798,1,100,8644780,12.41,229.02,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"CHFL",202101,872,20670,1,100,8644780,10.09,239.1,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE
"CHFL",202102,645,21315,1,100,8644780,7.46,246.56,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-02",TRUE,TRUE,TRUE,TRUE,FALSE
"CHFL",202103,478,21793,1,100,8644780,5.53,252.09,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-03",TRUE,TRUE,TRUE,TRUE,FALSE
"CHFL",202104,367,22160,1,100,8644780,4.25,256.34,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-04",TRUE,TRUE,TRUE,TRUE,TRUE
"CHFL",202105,214,22374,1,100,8644780,2.48,258.82,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-05",TRUE,TRUE,TRUE,TRUE,TRUE
"CHFL",202106,1,22375,1,100,8644780,0.01,258.83,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-06",FALSE,FALSE,FALSE,FALSE,FALSE
"AG",202009,3,3,1,100,685845,0.44,0.44,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"AG",202010,6,9,1,100,685845,0.87,1.31,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"AG",202011,6,15,1,100,685845,0.87,2.19,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"AG",202012,19,34,1,100,685845,2.77,4.96,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"AG",202013,56,90,1,100,685845,8.17,13.12,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"AG",202014,26,116,1,100,685845,3.79,16.91,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"AG",202015,22,138,1,100,685845,3.21,20.12,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"AG",202016,8,146,1,100,685845,1.17,21.29,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"AG",202017,11,157,1,100,685845,1.6,22.89,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"AG",202018,6,163,1,100,685845,0.87,23.77,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"AG",202019,2,165,1,100,685845,0.29,24.06,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"AG",202020,3,168,1,100,685845,0.44,24.5,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"AG",202021,1,169,1,100,685845,0.15,24.64,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"AG",202022,2,171,1,100,685845,0.29,24.93,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"AG",202023,0,171,NA,NA,685845,0,24.93,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"AG",202024,0,171,NA,NA,685845,0,24.93,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"AG",202025,0,171,NA,NA,685845,0,24.93,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"AG",202026,0,171,NA,NA,685845,0,24.93,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"AG",202027,1,172,1,100,685845,0.15,25.08,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"AG",202028,0,172,NA,NA,685845,0,25.08,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"AG",202029,4,176,1,100,685845,0.58,25.66,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"AG",202030,6,182,1,100,685845,0.87,26.54,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"AG",202031,6,188,1,100,685845,0.87,27.41,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"AG",202032,1,189,1,100,685845,0.15,27.56,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"AG",202033,2,191,1,100,685845,0.29,27.85,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"AG",202034,5,196,1,100,685845,0.73,28.58,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"AG",202035,0,196,NA,NA,685845,0,28.58,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"AG",202036,2,198,1,100,685845,0.29,28.87,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"AG",202037,6,204,1,100,685845,0.87,29.74,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"AG",202038,4,208,1,100,685845,0.58,30.33,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"AG",202039,7,215,1,100,685845,1.02,31.35,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"AG",202040,7,222,1,100,685845,1.02,32.37,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"AG",202041,12,234,1,100,685845,1.75,34.12,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"AG",202042,20,254,1,100,685845,2.92,37.03,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"AG",202043,48,302,1,100,685845,7,44.03,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"AG",202044,83,385,1,100,685845,12.1,56.14,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"AG",202045,90,475,1,100,685845,13.12,69.26,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"AG",202046,85,560,1,100,685845,12.39,81.65,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"AG",202047,98,658,1,100,685845,14.29,95.94,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"AG",202048,99,757,1,100,685845,14.43,110.37,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"AG",202049,72,829,1,100,685845,10.5,120.87,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"AG",202050,99,928,1,100,685845,14.43,135.31,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"AG",202051,94,1022,1,100,685845,13.71,149.01,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"AG",202052,71,1093,1,100,685845,10.35,159.37,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"AG",202053,52,1145,1,100,685845,7.58,166.95,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"AG",202101,50,1195,1,100,685845,7.29,174.24,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE
"AG",202102,35,1230,1,100,685845,5.1,179.34,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-02",TRUE,TRUE,TRUE,TRUE,FALSE
"AG",202103,30,1260,1,100,685845,4.37,183.71,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-03",TRUE,TRUE,TRUE,TRUE,FALSE
"AG",202104,17,1277,1,100,685845,2.48,186.19,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-04",TRUE,TRUE,TRUE,TRUE,TRUE
"AG",202105,13,1290,1,100,685845,1.9,188.09,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-05",TRUE,TRUE,TRUE,TRUE,TRUE
"AG",202106,0,1290,NA,NA,685845,0,188.09,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-06",FALSE,FALSE,FALSE,FALSE,FALSE
"AI",202009,0,0,NA,NA,16128,0,0,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"AI",202010,0,0,NA,NA,16128,0,0,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"AI",202011,0,0,NA,NA,16128,0,0,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"AI",202012,2,2,1,100,16128,12.4,12.4,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"AI",202013,0,2,NA,NA,16128,0,12.4,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"AI",202014,0,2,NA,NA,16128,0,12.4,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
