"geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d"
"BS",202012,32,68,1,100,195844,16.34,34.72,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"BS",202013,40,108,1,100,195844,20.42,55.15,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"BS",202014,18,126,1,100,195844,9.19,64.34,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"BS",202015,9,135,1,100,195844,4.6,68.93,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"BS",202016,2,137,1,100,195844,1.02,69.95,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"BS",202017,2,139,1,100,195844,1.02,70.97,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"BS",202018,3,142,1,100,195844,1.53,72.51,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"BS",202019,1,143,1,100,195844,0.51,73.02,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"BS",202020,2,145,1,100,195844,1.02,74.04,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"BS",202021,0,145,NA,NA,195844,0,74.04,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"BS",202022,0,145,NA,NA,195844,0,74.04,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"BS",202023,0,145,NA,NA,195844,0,74.04,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"BS",202024,0,145,NA,NA,195844,0,74.04,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"BS",202025,0,145,NA,NA,195844,0,74.04,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"BS",202026,0,145,NA,NA,195844,0,74.04,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"BS",202027,3,148,1,100,195844,1.53,75.57,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"BS",202028,2,150,1,100,195844,1.02,76.59,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"BS",202029,1,151,1,100,195844,0.51,77.1,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"BS",202030,3,154,1,100,195844,1.53,78.63,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"BS",202031,3,157,1,100,195844,1.53,80.17,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"BS",202032,2,159,1,100,195844,1.02,81.19,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"BS",202033,6,165,1,100,195844,3.06,84.25,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"BS",202034,4,169,1,100,195844,2.04,86.29,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"BS",202035,0,169,NA,NA,195844,0,86.29,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"BS",202036,2,171,1,100,195844,1.02,87.31,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"BS",202037,0,171,NA,NA,195844,0,87.31,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"BS",202038,0,171,NA,NA,195844,0,87.31,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"BS",202039,2,173,1,100,195844,1.02,88.34,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"BS",202040,3,176,1,100,195844,1.53,89.87,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"BS",202041,3,179,1,100,195844,1.53,91.4,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"BS",202042,4,183,1,100,195844,2.04,93.44,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"BS",202043,22,205,1,100,195844,11.23,104.68,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"BS",202044,24,229,1,100,195844,12.25,116.93,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"BS",202045,36,265,1,100,195844,18.38,135.31,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"BS",202046,56,321,1,100,195844,28.59,163.91,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"BS",202047,36,357,1,100,195844,18.38,182.29,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"BS",202048,33,390,1,100,195844,16.85,199.14,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"BS",202049,49,439,1,100,195844,25.02,224.16,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"BS",202050,41,480,1,100,195844,20.94,245.09,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"BS",202051,42,522,1,100,195844,21.45,266.54,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"BS",202052,24,546,1,100,195844,12.25,278.79,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"BS",202053,21,567,1,100,195844,10.72,289.52,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"BS",202101,21,588,1,100,195844,10.72,300.24,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE
"BS",202102,17,605,1,100,195844,8.68,308.92,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-02",TRUE,TRUE,TRUE,TRUE,FALSE
"BS",202103,15,620,1,100,195844,7.66,316.58,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-03",TRUE,TRUE,TRUE,TRUE,FALSE
"BS",202104,8,628,1,100,195844,4.08,320.66,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-04",TRUE,TRUE,TRUE,TRUE,TRUE
"BS",202105,3,631,1,100,195844,1.53,322.2,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-05",TRUE,TRUE,TRUE,TRUE,TRUE
"BS",202106,0,631,NA,NA,195844,0,322.2,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-06",FALSE,FALSE,FALSE,FALSE,FALSE
"FL",202009,0,0,NA,NA,38747,0,0,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"FL",202010,1,1,1,100,38747,2.58,2.58,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"FL",202011,0,1,NA,NA,38747,0,2.58,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"FL",202012,0,1,NA,NA,38747,0,2.58,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"FL",202013,3,4,1,100,38747,7.74,10.32,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"FL",202014,4,8,1,100,38747,10.32,20.65,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"FL",202015,1,9,1,100,38747,2.58,23.23,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"FL",202016,0,9,NA,NA,38747,0,23.23,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"FL",202017,0,9,NA,NA,38747,0,23.23,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"FL",202018,0,9,NA,NA,38747,0,23.23,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"FL",202019,0,9,NA,NA,38747,0,23.23,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"FL",202020,0,9,NA,NA,38747,0,23.23,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"FL",202021,0,9,NA,NA,38747,0,23.23,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"FL",202022,0,9,NA,NA,38747,0,23.23,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"FL",202023,0,9,NA,NA,38747,0,23.23,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"FL",202024,0,9,NA,NA,38747,0,23.23,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"FL",202025,0,9,NA,NA,38747,0,23.23,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"FL",202026,0,9,NA,NA,38747,0,23.23,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"FL",202027,0,9,NA,NA,38747,0,23.23,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"FL",202028,0,9,NA,NA,38747,0,23.23,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"FL",202029,0,9,NA,NA,38747,0,23.23,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"FL",202030,0,9,NA,NA,38747,0,23.23,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"FL",202031,0,9,NA,NA,38747,0,23.23,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"FL",202032,0,9,NA,NA,38747,0,23.23,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"FL",202033,1,10,1,100,38747,2.58,25.81,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"FL",202034,0,10,NA,NA,38747,0,25.81,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"FL",202035,0,10,NA,NA,38747,0,25.81,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"FL",202036,0,10,NA,NA,38747,0,25.81,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"FL",202037,1,11,1,100,38747,2.58,28.39,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"FL",202038,2,13,1,100,38747,5.16,33.55,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"FL",202039,0,13,NA,NA,38747,0,33.55,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"FL",202040,0,13,NA,NA,38747,0,33.55,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"FL",202041,5,18,1,100,38747,12.9,46.46,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"FL",202042,3,21,1,100,38747,7.74,54.2,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"FL",202043,7,28,1,100,38747,18.07,72.26,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"FL",202044,13,41,1,100,38747,33.55,105.81,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"FL",202045,8,49,1,100,38747,20.65,126.46,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"FL",202046,7,56,1,100,38747,18.07,144.53,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"FL",202047,9,65,1,100,38747,23.23,167.75,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"FL",202048,6,71,1,100,38747,15.49,183.24,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"FL",202049,14,85,1,100,38747,36.13,219.37,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"FL",202050,9,94,1,100,38747,23.23,242.6,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"FL",202051,8,102,1,100,38747,20.65,263.25,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"FL",202052,13,115,1,100,38747,33.55,296.8,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"FL",202053,4,119,1,100,38747,10.32,307.12,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"FL",202101,6,125,1,100,38747,15.49,322.61,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE
"FL",202102,4,129,1,100,38747,10.32,332.93,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-02",TRUE,TRUE,TRUE,TRUE,FALSE
"FL",202103,3,132,1,100,38747,7.74,340.67,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-03",TRUE,TRUE,TRUE,TRUE,FALSE
"FL",202104,0,132,NA,NA,38747,0,340.67,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-04",TRUE,TRUE,TRUE,TRUE,TRUE
"FL",202105,0,132,NA,NA,38747,0,340.67,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-05",TRUE,TRUE,TRUE,TRUE,TRUE
"FL",202106,0,132,NA,NA,38747,0,340.67,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-06",FALSE,FALSE,FALSE,FALSE,FALSE
"FR",202009,3,3,1,100,321783,0.93,0.93,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"FR",202010,7,10,1,100,321783,2.18,3.11,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"FR",202011,11,21,1,100,321783,3.42,6.53,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"FR",202012,38,59,1,100,321783,11.81,18.34,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"FR",202013,75,134,1,100,321783,23.31,41.64,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"FR",202014,44,178,1,100,321783,13.67,55.32,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"FR",202015,19,197,1,100,321783,5.9,61.22,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"FR",202016,24,221,1,100,321783,7.46,68.68,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"FR",202017,7,228,1,100,321783,2.18,70.86,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"FR",202018,5,233,1,100,321783,1.55,72.41,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"FR",202019,0,233,NA,NA,321783,0,72.41,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"FR",202020,4,237,1,100,321783,1.24,73.65,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"FR",202021,2,239,1,100,321783,0.62,74.27,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
"FR",202022,0,239,NA,NA,321783,0,74.27,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE
"FR",202023,1,240,1,100,321783,0.31,74.58,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE
"FR",202024,0,240,NA,NA,321783,0,74.58,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE
"FR",202025,2,242,1,100,321783,0.62,75.21,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE
"FR",202026,0,242,NA,NA,321783,0,75.21,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE
"FR",202027,1,243,1,100,321783,0.31,75.52,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE
"FR",202028,0,243,NA,NA,321783,0,75.52,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE
"FR",202029,1,244,1,100,321783,0.31,75.83,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE
"FR",202030,1,245,1,100,321783,0.31,76.14,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE
"FR",202031,1,246,1,100,321783,0.31,76.45,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE
"FR",202032,2,248,1,100,321783,0.62,77.07,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE
"FR",202033,0,248,NA,NA,321783,0,77.07,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE
"FR",202034,2,250,1,100,321783,0.62,77.69,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE
"FR",202035,2,252,1,100,321783,0.62,78.31,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE
"FR",202036,8,260,1,100,321783,2.49,80.8,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE
"FR",202037,15,275,1,100,321783,4.66,85.46,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE
"FR",202038,4,279,1,100,321783,1.24,86.7,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE
"FR",202039,5,284,1,100,321783,1.55,88.26,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE
"FR",202040,10,294,1,100,321783,3.11,91.37,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE
"FR",202041,20,314,1,100,321783,6.22,97.58,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE
"FR",202042,42,356,1,100,321783,13.05,110.63,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE
"FR",202043,87,443,1,100,321783,27.04,137.67,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE
"FR",202044,118,561,1,100,321783,36.67,174.34,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE
"FR",202045,98,659,1,100,321783,30.46,204.8,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE
"FR",202046,85,744,1,100,321783,26.42,231.21,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE
"FR",202047,65,809,1,100,321783,20.2,251.41,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE
"FR",202048,34,843,1,100,321783,10.57,261.98,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE
"FR",202049,20,863,1,100,321783,6.22,268.19,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE
"FR",202050,24,887,1,100,321783,7.46,275.65,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE
"FR",202051,20,907,1,100,321783,6.22,281.87,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE
"FR",202052,17,924,1,100,321783,5.28,287.15,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE
"FR",202053,21,945,1,100,321783,6.53,293.68,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE
"FR",202101,28,973,1,100,321783,8.7,302.38,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE
"FR",202102,25,998,1,100,321783,7.77,310.15,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-02",TRUE,TRUE,TRUE,TRUE,FALSE
"FR",202103,11,1009,1,100,321783,3.42,313.57,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-03",TRUE,TRUE,TRUE,TRUE,FALSE
"FR",202104,16,1025,1,100,321783,4.97,318.54,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-04",TRUE,TRUE,TRUE,TRUE,TRUE
"FR",202105,11,1036,1,100,321783,3.42,321.96,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-05",TRUE,TRUE,TRUE,TRUE,TRUE
"FR",202106,0,1036,NA,NA,321783,0,321.96,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2021-06",FALSE,FALSE,FALSE,FALSE,FALSE
"GE",202009,3,3,1,100,504128,0.6,0.6,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE
"GE",202010,7,10,1,100,504128,1.39,1.98,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE
"GE",202011,34,44,1,100,504128,6.74,8.73,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE
"GE",202012,83,127,1,100,504128,16.46,25.19,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE
"GE",202013,115,242,1,100,504128,22.81,48,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE
"GE",202014,69,311,1,100,504128,13.69,61.69,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE
"GE",202015,35,346,1,100,504128,6.94,68.63,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE
"GE",202016,15,361,1,100,504128,2.98,71.61,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE
"GE",202017,2,363,1,100,504128,0.4,72.01,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE
"GE",202018,2,365,1,100,504128,0.4,72.4,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE
"GE",202019,2,367,1,100,504128,0.4,72.8,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE
"GE",202020,2,369,1,100,504128,0.4,73.2,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE
"GE",202021,1,370,1,100,504128,0.2,73.39,"COVID19Hosp","","2021-02-08_07-43-23","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE
