"geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_phase3","timeframe_28d","timeframe_14d","pos_anteil"
"CH",202009,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202010,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202011,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202012,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202013,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202014,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202015,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202016,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202017,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202018,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202019,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202020,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202021,NA,NA,NA,NA,8606033,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"CH",202022,26341,26341,1,100,8606033,306.08,306.08,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.78
"CH",202023,25652,51993,1,100,8606033,298.07,604.15,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.6
"CH",202024,35718,87711,1,100,8606033,415.03,1019.18,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.62
"CH",202025,48257,135968,1,100,8606033,560.73,1579.91,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.42
"CH",202026,57314,193282,1,100,8606033,665.97,2245.89,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.69
"CH",202027,69894,263176,1,100,8606033,812.15,3058.04,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.07
"CH",202028,49432,312608,1,100,8606033,574.39,3632.43,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.55
"CH",202029,42568,355176,1,100,8606033,494.63,4127.06,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.98
"CH",202030,35529,390705,1,100,8606033,412.84,4539.9,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.59
"CH",202031,37358,428063,1,100,8606033,434.09,4973.99,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.51
"CH",202032,38690,466753,1,100,8606033,449.57,5423.56,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.27
"CH",202033,41689,508442,1,100,8606033,484.42,5907.97,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.06
"CH",202034,57494,565936,1,100,8606033,668.07,6576.04,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.62
"CH",202035,73382,639318,1,100,8606033,852.68,7428.72,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.12
"CH",202036,87132,726450,1,100,8606033,1012.45,8441.17,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.1
"CH",202037,90524,816974,1,100,8606033,1051.87,9493.04,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.57
"CH",202038,84603,901577,1,100,8606033,983.07,10476.1,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.79
"CH",202039,67998,969575,1,100,8606033,790.12,11266.22,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.69
"CH",202040,67763,1037338,1,100,8606033,787.39,12053.61,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.34
"CH",202041,89352,1126690,1,100,8606033,1038.25,13091.86,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,10
"CH",202042,126494,1253184,1,100,8606033,1469.83,14561.69,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,15.36
"CH",202043,177166,1430350,1,100,8606033,2058.63,16620.32,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,22.57
"CH",202044,217281,1647631,1,100,8606033,2524.75,19145.07,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,26.48
"CH",202045,206804,1854435,1,100,8606033,2403.01,21548.08,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,26.54
"CH",202046,179890,2034325,1,100,8606033,2090.28,23638.36,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,23.98
"CH",202047,157859,2192184,1,100,8606033,1834.28,25472.64,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,20.76
"CH",202048,160064,2352248,1,100,8606033,1859.9,27332.55,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,17.59
"CH",202049,164246,2516494,1,100,8606033,1908.5,29241.05,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,17.75
"CH",202050,209622,2726116,1,100,8606033,2435.76,31676.8,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,15.21
"CH",202051,242515,2968631,1,100,8606033,2817.97,34494.77,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12.81
"CH",202052,205514,3174145,1,100,8606033,2388.02,36882.79,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12.58
"CH",202053,148707,3322852,1,100,8606033,1727.94,38610.73,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,16.72
"CH",202101,166668,3489520,1,100,8606033,1936.64,40547.37,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,14.42
"CH",202102,146840,3636360,1,100,8606033,1706.24,42253.61,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,11.51
"CH",202103,162373,3798733,1,100,8606033,1886.73,44140.35,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,9.01
"CH",202104,167128,3965861,1,100,8606033,1941.99,46082.34,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,7.5
"CH",202105,185372,4151233,1,100,8606033,2153.98,48236.31,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,6.09
"CH",202106,193245,4344478,1,100,8606033,2245.46,50481.77,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,4.74
"CH",202107,176037,4520515,1,100,8606033,2045.51,52527.28,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-07",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,4.49
"CH",202108,167320,4687835,1,100,8606033,1944.22,54471.5,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,4.86
"CH",202109,173610,4861445,1,100,8606033,2017.31,56488.8,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,4.85
"CH",202110,193449,5054894,1,100,8606033,2247.83,58736.63,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5.06
"CH",202111,228431,5283325,1,100,8606033,2654.31,61390.95,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5.08
"CH",202112,253683,5537008,1,100,8606033,2947.73,64338.68,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-12",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5.45
"CH",202113,275917,5812925,1,100,8606033,3206.09,67544.77,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-13",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5.03
"CH",202114,203116,6016041,1,100,8606033,2360.16,69904.93,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-14",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,7.56
"CH",202115,186806,6202847,1,100,8606033,2170.64,72075.57,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-15",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8.26
"CH",202116,182392,6385239,1,100,8606033,2119.35,74194.92,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-16",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8.58
"CH",202117,21564,6406803,1,100,8606033,250.57,74445.48,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-17",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.9
"CHFL",202006,1,1,1,100,8644780,0.0115676743653395,0.0115676743653395,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-06",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CHFL",202007,1,2,1,100,8644780,0.0115676743653395,0.0231353487306791,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-07",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0
"CHFL",202009,1853,1855,1,100,8644780,21.4349005989742,21.4580359477049,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.35
"CHFL",202010,4796,6651,1,100,8644780,55.4785662561685,76.9366022038733,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,11.57
"CHFL",202011,23621,30272,1,100,8644780,273.240036183685,350.176638387559,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,9.85
"CHFL",202012,52609,82881,1,100,8644780,608.563780686148,958.740419073707,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,14.05
"CHFL",202013,43686,126567,1,100,8644780,505.345422324223,1464.08584139793,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,18.75
"CHFL",202014,40250,166817,1,100,8644780,465.598893204917,1929.68473460285,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,16.89
"CHFL",202015,32608,199425,1,100,8644780,377.198725704992,2306.88346030784,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,13.28
"CHFL",202016,27247,226672,1,100,8644780,315.184423432407,2622.06788374025,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,8.97
"CHFL",202017,28749,255421,1,100,8644780,332.559070329147,2954.62695406939,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5.72
"CHFL",202018,30088,285509,1,100,8644780,348.048186304336,3302.67514037373,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3.66
"CHFL",202019,28713,314222,1,100,8644780,332.142634051994,3634.81777442572,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2.32
"CHFL",202020,33181,347403,1,100,8644780,383.827003116331,4018.64477754205,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1.19
"CHFL",202021,25134,372537,1,100,8644780,290.741927498444,4309.3867050405,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1.11
"CHFL",202022,26762,399299,1,100,8644780,309.574101365217,4618.96080640572,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.77
"CHFL",202023,26031,425330,1,100,8644780,301.118131404154,4920.07893780987,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0.59
"CHFL",202024,36022,461352,1,100,8644780,416.690765988261,5336.76970379813,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.61
"CHFL",202025,48660,510012,1,100,8644780,562.883034617422,5899.65273841555,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.42
"CHFL",202026,57468,567480,1,100,8644780,664.771110427333,6564.42384884289,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,0.68
"CHFL",202027,70369,637849,1,100,8644780,814.005677414578,7378.42952625746,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.07
"CHFL",202028,49610,687459,1,100,8644780,573.872325264495,7952.30185152196,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.54
"CHFL",202029,42966,730425,1,100,8644780,497.016696781179,8449.31854830314,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1.96
"CHFL",202030,35697,766122,1,100,8644780,412.931271819526,8862.24982012266,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,2.58
"CHFL",202031,37706,803828,1,100,8644780,436.170729619493,9298.42054974216,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.48
"CHFL",202032,38880,842708,1,100,8644780,449.751179324402,9748.17172906656,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.26
"CHFL",202033,42119,884827,1,100,8644780,487.218876593736,10235.3906056603,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,4.04
"CHFL",202034,57818,942645,1,100,8644780,668.819796455202,10904.2104021155,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.61
"CHFL",202035,73979,1016624,1,100,8644780,855.764981873454,11759.975383989,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.11
"CHFL",202036,87828,1104452,1,100,8644780,1015.96570415904,12775.941088148,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.08
"CHFL",202037,91322,1195774,1,100,8644780,1056.38315839154,13832.3242465395,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.55
"CHFL",202038,85205,1280979,1,100,8644780,985.623694298756,14817.9479408383,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.76
"CHFL",202039,68744,1349723,1,100,8644780,795.208206570902,15613.1561474092,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,3.65
"CHFL",202040,68237,1417960,1,100,8644780,789.343395667675,16402.4995430769,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,5.32
"CHFL",202041,89953,1507913,1,100,8644780,1040.54701218539,17443.0465552623,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,9.96
"CHFL",202042,127082,1634995,1,100,8644780,1470.04319369608,18913.0897489583,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,15.35
"CHFL",202043,178476,1813471,1,100,8644780,2064.55225002834,20977.6419989867,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,22.52
"CHFL",202044,218265,2031736,1,100,8644780,2524.81844535084,23502.4604443375,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,26.44
"CHFL",202045,207974,2239710,1,100,8644780,2405.77550845713,25908.2359527946,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,26.5
"CHFL",202046,180780,2420490,1,100,8644780,2091.20417176608,27999.4401245607,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,23.97
"CHFL",202047,158814,2579304,1,100,8644780,1837.10863665703,29836.5487612178,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,20.75
"CHFL",202048,160939,2740243,1,100,8644780,1861.68994468338,31698.2387059011,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,17.58
"CHFL",202049,165121,2905364,1,100,8644780,1910.06595887923,33608.3046647804,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,17.74
"CHFL",202050,210591,3115955,1,100,8644780,2436.04811227122,36044.3527770516,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,15.23
"CHFL",202051,243918,3359873,1,100,8644780,2821.56399584489,38865.9167728965,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12.84
"CHFL",202052,206918,3566791,1,100,8644780,2393.56004432733,41259.4768172238,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,12.62
"CHFL",202053,149714,3716505,1,100,8644780,1731.84279993244,42991.3196171562,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,16.74
"CHFL",202101,167572,3884077,1,100,8644780,1938.41832874868,44929.7379459049,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-01",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,14.41
"CHFL",202102,147667,4031744,1,100,8644780,1708.16377050659,46637.9017164115,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-02",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,11.48
"CHFL",202103,163233,4194977,1,100,8644780,1888.22618967747,48526.127906089,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-03",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,9
"CHFL",202104,168090,4363067,1,100,8644780,1944.41038406992,50470.5382901589,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-04",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,7.49
"CHFL",202105,186230,4549297,1,100,8644780,2154.24799705718,52624.7862872161,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-05",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,6.08
"CHFL",202106,194256,4743553,1,100,8644780,2247.0901515134,54871.8764387295,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-06",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,4.72
"CHFL",202107,176872,4920425,1,100,8644780,2045.99770034634,56917.8741390758,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-07",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,4.48
"CHFL",202108,168253,5088678,1,100,8644780,1946.29591499147,58864.1700540673,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-08",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,4.85
"CHFL",202109,174545,5263223,1,100,8644780,2019.07972209819,60883.2497761655,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-09",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,4.84
"CHFL",202110,194482,5457705,1,100,8644780,2249.70444591997,63132.9542220855,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-10",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5.05
"CHFL",202111,229615,5687320,1,100,8644780,2656.11154939744,65789.0657714829,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-11",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5.07
"CHFL",202112,254918,5942238,1,100,8644780,2948.80841386363,68737.8741853465,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-12",TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,5.44
"CHFL",202113,277782,6220020,1,100,8644780,3213.29172055275,71951.1659058993,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-13",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,5.01
"CHFL",202114,204727,6424747,1,100,8644780,2368.21526979287,74319.3811756921,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-14",TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,7.53
"CHFL",202115,188346,6613093,1,100,8644780,2178.72519601424,76498.1063717064,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-15",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8.23
"CHFL",202116,183941,6797034,1,100,8644780,2127.76959043492,78625.8759621413,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-16",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,8.55
"CHFL",202117,21549,6818583,1,100,8644780,249.271814898702,78875.14777704,"COVID19Test","","2021-04-27_07-53-27","isoweek","2021-17",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,9.83
"AG",202009,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202010,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202011,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202012,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202013,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202014,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202015,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202016,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202017,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202018,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202019,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
"AG",202020,NA,NA,NA,NA,685845,NA,NA,"COVID19Test","","2021-04-27_07-53-27","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA
