date,geoRegion,altersklasse_covid19,entries,type_variant,pop,sumTotal,per100Persons,per100PersonsTotal,type,version,granularity,freq,prct
202124,FL,10 - 19,78,altersklasse_covid19,3920,469,1.99,11.96,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.028,2.8000000000000003
202052,FL,20 - 29,0,altersklasse_covid19,4509,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,NA,NA
202053,FL,20 - 29,0,altersklasse_covid19,4509,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,NA,NA
202101,FL,20 - 29,0,altersklasse_covid19,4509,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202102,FL,20 - 29,0,altersklasse_covid19,4509,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202103,FL,20 - 29,19,altersklasse_covid19,4509,19,0.42,0.42,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.057,5.7
202104,FL,20 - 29,43,altersklasse_covid19,4509,62,0.95,1.38,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.086,8.6
202105,FL,20 - 29,0,altersklasse_covid19,4509,62,0,1.38,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202106,FL,20 - 29,18,altersklasse_covid19,4509,80,0.4,1.77,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.055,5.5
202107,FL,20 - 29,3,altersklasse_covid19,4509,83,0.07,1.84,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.005,0.5
202108,FL,20 - 29,45,altersklasse_covid19,4509,128,1,2.84,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.057,5.7
202109,FL,20 - 29,2,altersklasse_covid19,4509,130,0.04,2.88,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.004,0.4
202110,FL,20 - 29,7,altersklasse_covid19,4509,137,0.16,3.04,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.011,1.0999999999999999
202111,FL,20 - 29,6,altersklasse_covid19,4509,143,0.13,3.17,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.01,1
202112,FL,20 - 29,5,altersklasse_covid19,4509,148,0.11,3.28,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.004,0.4
202113,FL,20 - 29,5,altersklasse_covid19,4509,153,0.11,3.39,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.005,0.5
202114,FL,20 - 29,13,altersklasse_covid19,4509,166,0.29,3.68,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.014,1.4000000000000001
202115,FL,20 - 29,40,altersklasse_covid19,4509,206,0.89,4.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.028,2.8000000000000003
202116,FL,20 - 29,181,altersklasse_covid19,4509,387,4.01,8.58,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.07,7.000000000000001
202117,FL,20 - 29,111,altersklasse_covid19,4509,498,2.46,11.04,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.072,7.199999999999999
202118,FL,20 - 29,152,altersklasse_covid19,4509,650,3.37,14.42,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.111,11.1
202119,FL,20 - 29,127,altersklasse_covid19,4509,777,2.82,17.23,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.065,6.5
202120,FL,20 - 29,293,altersklasse_covid19,4509,1070,6.5,23.73,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.107,10.7
202121,FL,20 - 29,259,altersklasse_covid19,4509,1329,5.74,29.47,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.118,11.799999999999999
202122,FL,20 - 29,422,altersklasse_covid19,4509,1751,9.36,38.83,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.152,15.2
202123,FL,20 - 29,452,altersklasse_covid19,4509,2203,10.02,48.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.157,15.7
202124,FL,20 - 29,438,altersklasse_covid19,4509,2641,9.71,58.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.156,15.6
202052,FL,30 - 39,0,altersklasse_covid19,4967,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,NA,NA
202053,FL,30 - 39,0,altersklasse_covid19,4967,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,NA,NA
202101,FL,30 - 39,2,altersklasse_covid19,4967,2,0.04,0.04,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.333,33.300000000000004
202102,FL,30 - 39,0,altersklasse_covid19,4967,2,0,0.04,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202103,FL,30 - 39,26,altersklasse_covid19,4967,28,0.52,0.56,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.078,7.8
202104,FL,30 - 39,62,altersklasse_covid19,4967,90,1.25,1.81,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.124,12.4
202105,FL,30 - 39,0,altersklasse_covid19,4967,90,0,1.81,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202106,FL,30 - 39,26,altersklasse_covid19,4967,116,0.52,2.34,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.079,7.9
202107,FL,30 - 39,8,altersklasse_covid19,4967,124,0.16,2.5,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.012,1.2
202108,FL,30 - 39,55,altersklasse_covid19,4967,179,1.11,3.6,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.07,7.000000000000001
202109,FL,30 - 39,2,altersklasse_covid19,4967,181,0.04,3.64,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.004,0.4
202110,FL,30 - 39,0,altersklasse_covid19,4967,181,0,3.64,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202111,FL,30 - 39,5,altersklasse_covid19,4967,186,0.1,3.74,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.009,0.8999999999999999
202112,FL,30 - 39,4,altersklasse_covid19,4967,190,0.08,3.83,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.004,0.4
202113,FL,30 - 39,5,altersklasse_covid19,4967,195,0.1,3.93,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.005,0.5
202114,FL,30 - 39,6,altersklasse_covid19,4967,201,0.12,4.05,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.007,0.7000000000000001
202115,FL,30 - 39,69,altersklasse_covid19,4967,270,1.39,5.44,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.048,4.8
202116,FL,30 - 39,187,altersklasse_covid19,4967,457,3.76,9.2,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.072,7.199999999999999
202117,FL,30 - 39,165,altersklasse_covid19,4967,622,3.32,12.52,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.107,10.7
202118,FL,30 - 39,145,altersklasse_covid19,4967,767,2.92,15.44,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.106,10.6
202119,FL,30 - 39,144,altersklasse_covid19,4967,911,2.9,18.34,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.073,7.3
202120,FL,30 - 39,297,altersklasse_covid19,4967,1208,5.98,24.32,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.108,10.8
202121,FL,30 - 39,342,altersklasse_covid19,4967,1550,6.89,31.21,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.155,15.5
202122,FL,30 - 39,369,altersklasse_covid19,4967,1919,7.43,38.63,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.133,13.3
202123,FL,30 - 39,450,altersklasse_covid19,4967,2369,9.06,47.69,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.157,15.7
202124,FL,30 - 39,489,altersklasse_covid19,4967,2858,9.84,57.54,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.174,17.4
202052,FL,40 - 49,0,altersklasse_covid19,5499,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,NA,NA
202053,FL,40 - 49,0,altersklasse_covid19,5499,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,NA,NA
202101,FL,40 - 49,0,altersklasse_covid19,5499,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202102,FL,40 - 49,1,altersklasse_covid19,5499,1,0.02,0.02,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.2,20
202103,FL,40 - 49,28,altersklasse_covid19,5499,29,0.51,0.53,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.084,8.4
202104,FL,40 - 49,135,altersklasse_covid19,5499,164,2.45,2.98,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.271,27.1
202105,FL,40 - 49,1,altersklasse_covid19,5499,165,0.02,3,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.2,20
202106,FL,40 - 49,29,altersklasse_covid19,5499,194,0.53,3.53,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.088,8.799999999999999
202107,FL,40 - 49,27,altersklasse_covid19,5499,221,0.49,4.02,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.042,4.2
202108,FL,40 - 49,107,altersklasse_covid19,5499,328,1.95,5.96,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.136,13.600000000000001
202109,FL,40 - 49,5,altersklasse_covid19,5499,333,0.09,6.06,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.009,0.8999999999999999
202110,FL,40 - 49,4,altersklasse_covid19,5499,337,0.07,6.13,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.006,0.6
202111,FL,40 - 49,2,altersklasse_covid19,5499,339,0.04,6.16,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.003,0.3
202112,FL,40 - 49,3,altersklasse_covid19,5499,342,0.05,6.22,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.003,0.3
202113,FL,40 - 49,7,altersklasse_covid19,5499,349,0.13,6.35,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.007,0.7000000000000001
202114,FL,40 - 49,16,altersklasse_covid19,5499,365,0.29,6.64,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.018,1.7999999999999998
202115,FL,40 - 49,121,altersklasse_covid19,5499,486,2.2,8.84,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.084,8.4
202116,FL,40 - 49,229,altersklasse_covid19,5499,715,4.16,13,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.088,8.799999999999999
202117,FL,40 - 49,260,altersklasse_covid19,5499,975,4.73,17.73,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.169,16.900000000000002
202118,FL,40 - 49,199,altersklasse_covid19,5499,1174,3.62,21.35,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.145,14.499999999999998
202119,FL,40 - 49,244,altersklasse_covid19,5499,1418,4.44,25.79,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.124,12.4
202120,FL,40 - 49,390,altersklasse_covid19,5499,1808,7.09,32.88,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.142,14.2
202121,FL,40 - 49,493,altersklasse_covid19,5499,2301,8.97,41.84,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.224,22.400000000000002
202122,FL,40 - 49,554,altersklasse_covid19,5499,2855,10.07,51.92,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.2,20
202123,FL,40 - 49,678,altersklasse_covid19,5499,3533,12.33,64.25,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.236,23.599999999999998
202124,FL,40 - 49,661,altersklasse_covid19,5499,4194,12.02,76.27,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.235,23.5
202052,FL,50 - 59,0,altersklasse_covid19,6072,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,NA,NA
202053,FL,50 - 59,0,altersklasse_covid19,6072,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,NA,NA
202101,FL,50 - 59,1,altersklasse_covid19,6072,1,0.02,0.02,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.167,16.7
202102,FL,50 - 59,3,altersklasse_covid19,6072,4,0.05,0.07,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.6,60
202103,FL,50 - 59,75,altersklasse_covid19,6072,79,1.24,1.3,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.226,22.6
202104,FL,50 - 59,139,altersklasse_covid19,6072,218,2.29,3.59,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.279,27.900000000000002
202105,FL,50 - 59,3,altersklasse_covid19,6072,221,0.05,3.64,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.6,60
202106,FL,50 - 59,75,altersklasse_covid19,6072,296,1.24,4.87,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.229,22.900000000000002
202107,FL,50 - 59,36,altersklasse_covid19,6072,332,0.59,5.47,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.056,5.6000000000000005
202108,FL,50 - 59,112,altersklasse_covid19,6072,444,1.84,7.31,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.142,14.2
202109,FL,50 - 59,7,altersklasse_covid19,6072,451,0.12,7.43,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.013,1.3
202110,FL,50 - 59,6,altersklasse_covid19,6072,457,0.1,7.53,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.009,0.8999999999999999
202111,FL,50 - 59,12,altersklasse_covid19,6072,469,0.2,7.72,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.02,2
202112,FL,50 - 59,6,altersklasse_covid19,6072,475,0.1,7.82,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.005,0.5
202113,FL,50 - 59,12,altersklasse_covid19,6072,487,0.2,8.02,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.012,1.2
202114,FL,50 - 59,27,altersklasse_covid19,6072,514,0.44,8.47,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.03,3
202115,FL,50 - 59,310,altersklasse_covid19,6072,824,5.11,13.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.214,21.4
202116,FL,50 - 59,244,altersklasse_covid19,6072,1068,4.02,17.59,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.094,9.4
202117,FL,50 - 59,332,altersklasse_covid19,6072,1400,5.47,23.06,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.215,21.5
202118,FL,50 - 59,300,altersklasse_covid19,6072,1700,4.94,28,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.219,21.9
202119,FL,50 - 59,476,altersklasse_covid19,6072,2176,7.84,35.84,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.242,24.2
202120,FL,50 - 59,490,altersklasse_covid19,6072,2666,8.07,43.91,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.179,17.9
202121,FL,50 - 59,676,altersklasse_covid19,6072,3342,11.13,55.04,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.307,30.7
202122,FL,50 - 59,744,altersklasse_covid19,6072,4086,12.25,67.29,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.268,26.8
202123,FL,50 - 59,786,altersklasse_covid19,6072,4872,12.94,80.24,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.273,27.3
202124,FL,50 - 59,745,altersklasse_covid19,6072,5617,12.27,92.51,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.265,26.5
202052,FL,60 - 69,0,altersklasse_covid19,4811,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,NA,NA
202053,FL,60 - 69,0,altersklasse_covid19,4811,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,NA,NA
202101,FL,60 - 69,0,altersklasse_covid19,4811,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202102,FL,60 - 69,1,altersklasse_covid19,4811,1,0.02,0.02,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.2,20
202103,FL,60 - 69,34,altersklasse_covid19,4811,35,0.71,0.73,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.102,10.2
202104,FL,60 - 69,60,altersklasse_covid19,4811,95,1.25,1.97,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.12,12
202105,FL,60 - 69,1,altersklasse_covid19,4811,96,0.02,2,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.2,20
202106,FL,60 - 69,33,altersklasse_covid19,4811,129,0.69,2.68,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.101,10.100000000000001
202107,FL,60 - 69,20,altersklasse_covid19,4811,149,0.42,3.1,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.031,3.1
202108,FL,60 - 69,46,altersklasse_covid19,4811,195,0.96,4.05,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.059,5.8999999999999995
202109,FL,60 - 69,2,altersklasse_covid19,4811,197,0.04,4.09,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.004,0.4
202110,FL,60 - 69,0,altersklasse_covid19,4811,197,0,4.09,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202111,FL,60 - 69,9,altersklasse_covid19,4811,206,0.19,4.28,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.015,1.5
202112,FL,60 - 69,9,altersklasse_covid19,4811,215,0.19,4.47,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.008,0.8
202113,FL,60 - 69,15,altersklasse_covid19,4811,230,0.31,4.78,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.015,1.5
202114,FL,60 - 69,79,altersklasse_covid19,4811,309,1.64,6.42,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.087,8.7
202115,FL,60 - 69,614,altersklasse_covid19,4811,923,12.76,19.19,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.425,42.5
202116,FL,60 - 69,968,altersklasse_covid19,4811,1891,20.12,39.31,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.373,37.3
202117,FL,60 - 69,190,altersklasse_covid19,4811,2081,3.95,43.26,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.123,12.3
202118,FL,60 - 69,330,altersklasse_covid19,4811,2411,6.86,50.11,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.241,24.099999999999998
202119,FL,60 - 69,698,altersklasse_covid19,4811,3109,14.51,64.62,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.355,35.5
202120,FL,60 - 69,1122,altersklasse_covid19,4811,4231,23.32,87.94,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.409,40.9
202121,FL,60 - 69,355,altersklasse_covid19,4811,4586,7.38,95.32,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.161,16.1
202122,FL,60 - 69,510,altersklasse_covid19,4811,5096,10.6,105.92,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.184,18.4
202123,FL,60 - 69,380,altersklasse_covid19,4811,5476,7.9,113.82,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.132,13.200000000000001
202124,FL,60 - 69,357,altersklasse_covid19,4811,5833,7.42,121.24,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.127,12.7
202052,FL,70 - 79,0,altersklasse_covid19,3385,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,NA,NA
202053,FL,70 - 79,0,altersklasse_covid19,3385,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,NA,NA
202101,FL,70 - 79,0,altersklasse_covid19,3385,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202102,FL,70 - 79,0,altersklasse_covid19,3385,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202103,FL,70 - 79,42,altersklasse_covid19,3385,42,1.24,1.24,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.127,12.7
202104,FL,70 - 79,23,altersklasse_covid19,3385,65,0.68,1.92,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.046,4.6
202105,FL,70 - 79,0,altersklasse_covid19,3385,65,0,1.92,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202106,FL,70 - 79,42,altersklasse_covid19,3385,107,1.24,3.16,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.128,12.8
202107,FL,70 - 79,17,altersklasse_covid19,3385,124,0.5,3.66,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.027,2.7
202108,FL,70 - 79,23,altersklasse_covid19,3385,147,0.68,4.34,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.029,2.9000000000000004
202109,FL,70 - 79,455,altersklasse_covid19,3385,602,13.44,17.78,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.863,86.3
202110,FL,70 - 79,549,altersklasse_covid19,3385,1151,16.22,34,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.843,84.3
202111,FL,70 - 79,16,altersklasse_covid19,3385,1167,0.47,34.48,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.027,2.7
202112,FL,70 - 79,692,altersklasse_covid19,3385,1859,20.44,54.92,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.616,61.6
202113,FL,70 - 79,893,altersklasse_covid19,3385,2752,26.38,81.3,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.881,88.1
202114,FL,70 - 79,676,altersklasse_covid19,3385,3428,19.97,101.27,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.743,74.3
202115,FL,70 - 79,249,altersklasse_covid19,3385,3677,7.36,108.63,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.172,17.2
202116,FL,70 - 79,737,altersklasse_covid19,3385,4414,21.77,130.4,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.284,28.4
202117,FL,70 - 79,446,altersklasse_covid19,3385,4860,13.18,143.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.289,28.9
202118,FL,70 - 79,201,altersklasse_covid19,3385,5061,5.94,149.51,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.147,14.7
202119,FL,70 - 79,250,altersklasse_covid19,3385,5311,7.39,156.9,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.127,12.7
202120,FL,70 - 79,92,altersklasse_covid19,3385,5403,2.72,159.62,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.034,3.4000000000000004
202121,FL,70 - 79,14,altersklasse_covid19,3385,5417,0.41,160.03,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.006,0.6
202122,FL,70 - 79,86,altersklasse_covid19,3385,5503,2.54,162.57,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.031,3.1
202123,FL,70 - 79,22,altersklasse_covid19,3385,5525,0.65,163.22,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.008,0.8
202124,FL,70 - 79,30,altersklasse_covid19,3385,5555,0.89,164.11,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.011,1.0999999999999999
202052,FL,80+,0,altersklasse_covid19,1528,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,NA,NA
202053,FL,80+,0,altersklasse_covid19,1528,0,0,0,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,NA,NA
202101,FL,80+,3,altersklasse_covid19,1528,3,0.2,0.2,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.5,50
202102,FL,80+,0,altersklasse_covid19,1528,3,0,0.2,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202103,FL,80+,108,altersklasse_covid19,1528,111,7.07,7.26,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.325,32.5
202104,FL,80+,26,altersklasse_covid19,1528,137,1.7,8.97,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.052,5.2
202105,FL,80+,0,altersklasse_covid19,1528,137,0,8.97,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0,0
202106,FL,80+,105,altersklasse_covid19,1528,242,6.87,15.84,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.32,32
202107,FL,80+,527,altersklasse_covid19,1528,769,34.49,50.33,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.822,82.19999999999999
202108,FL,80+,389,altersklasse_covid19,1528,1158,25.46,75.79,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.495,49.5
202109,FL,80+,52,altersklasse_covid19,1528,1210,3.4,79.19,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.099,9.9
202110,FL,80+,82,altersklasse_covid19,1528,1292,5.37,84.55,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.126,12.6
202111,FL,80+,537,altersklasse_covid19,1528,1829,35.14,119.7,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.915,91.5
202112,FL,80+,402,altersklasse_covid19,1528,2231,26.31,146.01,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.358,35.8
202113,FL,80+,74,altersklasse_covid19,1528,2305,4.84,150.85,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.073,7.3
202114,FL,80+,88,altersklasse_covid19,1528,2393,5.76,156.61,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.097,9.700000000000001
202115,FL,80+,36,altersklasse_covid19,1528,2429,2.36,158.97,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.025,2.5
202116,FL,80+,29,altersklasse_covid19,1528,2458,1.9,160.86,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.011,1.0999999999999999
202117,FL,80+,19,altersklasse_covid19,1528,2477,1.24,162.11,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.012,1.2
202118,FL,80+,20,altersklasse_covid19,1528,2497,1.31,163.42,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.015,1.5
202119,FL,80+,10,altersklasse_covid19,1528,2507,0.65,164.07,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.005,0.5
202120,FL,80+,20,altersklasse_covid19,1528,2527,1.31,165.38,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.007,0.7000000000000001
202121,FL,80+,5,altersklasse_covid19,1528,2532,0.33,165.71,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.002,0.2
202122,FL,80+,20,altersklasse_covid19,1528,2552,1.31,167.02,COVID19VaccDosesAdministered,2021-06-22_10-42-13,detailed,0.007,0.7000000000000001
